NAME,state,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,City,State
"Modesto city, California",6,48354,71775.0,13417.0,19541.0,86668.0,86668.0,87009.0,87009.0,118879.0,81.6,31287.0,21.5,168929,168929,71775,70469,95196,51514,76600,100507,32456,20261,48950,72734,-888888888,11.9,-888888888,15.6,74871,74871,74871,74871,218782,156483,71.5,15633,7.1,80853,49.5,82509,50.5,Modesto,California
"Redding city, California",6,59920,37302.0,6809.0,12033.0,36509.0,36509.0,39628.0,39628.0,59457.0,93.3,16247.0,25.5,74757,74757,37302,58702,88929,20482,72908,102846,36616,16820,42543,64410,-888888888,8.9,-888888888,15.4,39738,39738,39738,39738,93466,68754,73.6,5580,6.0,34337,47.4,38047,52.6,Redding,California
"Redlands city, California",6,59962,24452.0,4218.0,6841.0,25675.0,25675.0,29491.0,29491.0,39971.0,88.5,17283.0,38.3,54225,54225,24452,87634,116965,16224,96081,132518,39076,8228,65276,82476,-888888888,7.6,-888888888,8.2,25688,25688,25688,25688,73280,49691,67.8,4579,6.2,24193,46.3,28083,53.7,Redlands,California
"Redondo Beach city, California",6,60018,26986.0,4409.0,6565.0,27792.0,27792.0,28851.0,28851.0,47041.0,93.6,31243.0,62.2,55838,55838,26986,121445,171637,17756,151380,190519,67520,9230,90355,126978,-888888888,4.9,-888888888,9.3,28355,28355,28355,28355,69779,52966,75.9,3465,5.0,26415,48.8,27703,51.2,Redondo Beach,California
"Westminster city, California",6,84550,27935.0,4426.0,7203.0,37162.0,37162.0,38268.0,38268.0,48131.0,75.9,15779.0,24.9,74785,74785,27935,66862,106409,21898,69388,107605,34044,6037,33472,92434,-888888888,18.2,-888888888,18.2,29012,29012,29012,29012,90213,68303,75.7,5914,6.6,35074,48.9,36618,51.1,Westminster,California
"Hollywood city, Florida",12,32000,61598.0,13907.0,15442.0,63052.0,63052.0,61499.0,61499.0,97141.0,89.0,37623.0,34.5,123058,123058,61598,60490,86189,37153,67954,99256,35199,24445,42707,62209,-888888888,11.4,-888888888,13.9,74324,74324,74324,74324,152139,116066,76.3,7472,4.9,60267,50.3,59495,49.7,Hollywood,Florida
"Homestead city, Florida",12,32275,27094.0,6543.0,8409.0,29156.0,29156.0,31928.0,31928.0,39377.0,75.5,11085.0,21.3,59874,59874,27094,52365,61473,18905,55075,67190,21759,8189,32141,39822,-888888888,16.1,-888888888,18.6,29482,29482,29482,29482,80523,56016,69.6,4114,5.1,28386,48.5,30091,51.5,Homestead,Florida
"Horizon West CDP, Florida",12,32610,-999999999.0,-999999999.0,-999999999.0,25581.0,25581.0,24275.0,24275.0,42260.0,100.0,22881.0,54.1,48493,48493,-999999999,121007,153116,-999999999,122116,-999999999,44840,-999999999,99574,-999999999,-888888888,-999999999.0,-888888888,6.2,21837,21837,21837,21837,72283,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,Horizon Wes,Florida
"Wilmington city, Delaware",10,77580,32049.0,9179.0,12891.0,29693.0,29693.0,29998.0,29998.0,47254.0,87.8,18893.0,35.1,59070,59070,32049,55136,77645,15140,75714,100513,37142,16909,41111,55336,-888888888,17.9,-888888888,21.7,37153,37153,37153,37153,70750,55987,79.1,3271,4.6,29406,50.8,28469,49.2,Wilmington,Delaware
"Broomfield city, Colorado",8,9280,30161.0,5377.0,7573.0,31208.0,31208.0,31425.0,31425.0,50964.0,95.4,31446.0,58.9,61651,61651,30161,107638,140086,19793,129412,165400,56161,10368,65208,85333,-888888888,3.0,-888888888,5.1,31800,31800,31800,31800,75325,56671,75.2,5004,6.6,29724,50.0,29768,50.0,Broomfield,Colorado
"Chandler city, Arizona",4,12000,107668.0,17814.0,23951.0,113114.0,113114.0,113189.0,113189.0,177861.0,93.1,90373.0,47.3,223189,223189,107668,94613,121790,73609,106264,133438,46965,34059,63967,89572,-888888888,5.4,-888888888,7.6,112136,112136,112136,112136,279445,203852,72.9,18653,6.7,106452,49.6,108373,50.4,Chandler,Arizona
"Hartford city, Connecticut",9,37000,45491.0,11197.0,20853.0,47484.0,47484.0,49202.0,49202.0,54916.0,74.3,12588.0,17.0,95075,95075,45491,42468,57809,27371,45340,64493,22525,18120,26411,42801,-888888888,18.5,-888888888,24.1,55111,55111,55111,55111,120593,82112,68.1,10561,8.8,45579,49.6,46335,50.4,Hartford,Connecticut
"Bloomington city, Illinois",17,6613,33803.0,7807.0,10460.0,31939.0,31939.0,31688.0,31688.0,47166.0,95.2,24691.0,49.8,62712,62712,33803,71700,92976,17441,102871,128461,40623,16362,43676,54648,-888888888,8.0,-888888888,13.6,36236,36236,36236,36236,78283,55790,71.3,5844,7.5,30195,49.8,30440,50.2,Bloomington,Illinois
"Bolingbrook village, Illinois",17,7133,24600.0,5043.0,5248.0,32255.0,32255.0,30953.0,30953.0,45651.0,91.9,20333.0,40.9,62269,62269,24600,94040,107774,19347,104806,116155,36854,5253,61284,70886,-888888888,7.8,-888888888,11.0,25524,25524,25524,25524,74526,55780,74.8,5823,7.8,30185,50.6,29472,49.4,Bolingbrook vi,Illinois
"Eastvale city, California",6,21230,-999999999.0,-999999999.0,-999999999.0,27495.0,27495.0,29669.0,29669.0,41858.0,90.1,19012.0,40.9,56089,56089,-999999999,136834,151649,-999999999,137349,-999999999,39993,-999999999,122500,-999999999,-888888888,4.0,-888888888,4.4,18782,18782,18782,18782,71374,49338,69.1,6154,8.6,25308,47.9,27516,52.1,Eastvale,California
"Idaho Falls city, Idaho",16,39700,24257.0,4218.0,6256.0,25227.0,25227.0,28209.0,28209.0,38880.0,89.9,13561.0,31.4,51745,51745,24257,61833,81801,15123,75532,95000,30537,9134,40089,55586,-888888888,9.1,-888888888,10.8,25993,25993,25993,25993,66895,46876,70.1,5807,8.7,23869,47.8,26114,52.2,Idaho Falls,Idaho
"Westminster city, Colorado",8,83835,47797.0,9441.0,12493.0,47017.0,47017.0,49603.0,49603.0,76108.0,92.0,33993.0,41.1,96285,96285,47797,86688,107524,28668,107157,130287,45864,19129,56355,68852,-888888888,3.5,-888888888,6.6,51037,51037,51037,51037,114573,89610,78.2,5738,5.0,45414,48.6,48081,51.4,Westminster,Colorado
"Iowa City city, Iowa",19,38595,30270.0,6951.0,9010.0,30076.0,30076.0,34738.0,34738.0,39904.0,97.8,24461.0,59.9,64383,64383,30270,61301,83575,13711,96684,119163,35046,16559,41100,53109,-888888888,8.1,-888888888,23.4,33875,33875,33875,33875,74582,53636,71.9,7447,10.0,29386,46.9,33321,53.1,Iowa City,Iowa
"Moreno Valley city, California",6,49270,54104.0,8127.0,13287.0,81719.0,81719.0,83578.0,83578.0,104665.0,78.7,23425.0,17.6,160907,160907,54104,79840,93054,45457,78748,92231,25319,8647,54303,69247,-888888888,8.8,-888888888,10.4,55128,55128,55128,55128,211607,145855,68.9,15996,7.6,76719,49.3,79046,50.7,Moreno Valley,California
"Baltimore city, Maryland",24,4000,254370.0,61798.0,112991.0,220336.0,220336.0,257777.0,257777.0,360510.0,88.8,153089.0,37.7,472136,472136,254370,54652,78472,122600,68178,99213,35091,131770,42065,57176,-888888888,17.7,-888888888,23.0,293487,293487,293487,293487,576498,436524,75.7,33693,5.8,211034,45.9,248602,54.1,Baltimore,Maryland
"Mountain View city, California",6,49670,34637.0,9789.0,7066.0,36654.0,36654.0,30310.0,30310.0,55801.0,94.5,43916.0,74.4,66078,66078,34637,157243,228465,18736,194792,274005,98329,15901,137403,170907,-888888888,4.1,-888888888,7.3,39492,39492,39492,39492,81517,62210,76.3,3664,4.5,35032,54.7,29011,45.3,Mountain View,California
"Redwood City city, California",6,60102,29450.0,5400.0,5327.0,33974.0,33974.0,34355.0,34355.0,54682.0,90.5,32744.0,54.2,67578,67578,29450,145128,219830,19931,166263,250880,80323,9519,102754,146285,-888888888,2.0,-888888888,5.1,32232,32232,32232,32232,81653,63496,77.8,4210,5.2,32504,49.6,33077,50.4,Redwood City,California
"Brooklyn Park city, Minnesota",27,7966,30074.0,5363.0,9150.0,32338.0,32338.0,33427.0,33427.0,52871.0,90.6,20169.0,34.6,64871,64871,30074,74807,94382,19487,101311,108168,33923,10587,43383,54618,-888888888,8.7,-888888888,11.3,30705,30705,30705,30705,84533,60715,71.8,4037,4.8,31230,49.8,31459,50.2,Brooklyn Park,Minnesota
"Rialto city, California",6,60466,29043.0,2913.0,7324.0,37783.0,37783.0,41115.0,41115.0,48772.0,75.8,8677.0,13.5,77069,77069,29043,69982,84201,23303,76741,88491,24346,5740,36320,52245,-888888888,9.7,-888888888,11.0,30380,30380,30380,30380,104380,68717,65.8,8439,8.1,35410,48.5,37608,51.5,Rialto,California
"Farmington Hills city, Michigan",26,27440,35224.0,5967.0,8480.0,35020.0,35020.0,36479.0,36479.0,58221.0,94.6,34266.0,55.7,70646,70646,35224,95960,106919,21864,111458,124051,45909,13360,60930,74917,-888888888,6.3,-888888888,7.8,36496,36496,36496,36496,83289,65866,79.1,4656,5.6,33472,49.1,34694,50.9,Farmington Hills,Michigan
"Worcester city, Massachusetts",25,82000,76065.0,16379.0,24808.0,82150.0,82150.0,90253.0,90253.0,111741.0,83.7,45964.0,34.4,171081,171081,76065,63194,87121,45022,79379,100558,32772,31043,40497,59305,-888888888,14.3,-888888888,18.6,82375,82375,82375,82375,205917,149298,72.5,16380,8.0,79425,47.7,86985,52.3,Worcester,Massachusetts
"Jacksonville city, Florida",12,35000,386283.0,79740.0,122269.0,371055.0,371055.0,400259.0,400259.0,595685.0,90.8,211870.0,32.3,759046,759046,386283,58621,79706,232936,72016,94087,32953,153347,41161,54121,-888888888,11.2,-888888888,15.4,422315,422315,422315,422315,954624,704259,73.8,55712,5.8,353303,47.9,383796,52.1,Jacksonville,Florida
"Alameda city, California",6,562,30281.0,5454.0,8138.0,31187.0,31187.0,31722.0,31722.0,53669.0,94.5,34506.0,60.7,62106,62106,30281,115468,155556,18571,159149,188491,63253,11710,73488,92939,-888888888,6.7,-888888888,8.7,32416,32416,32416,32416,76352,58557,76.7,3775,4.9,29855,49.4,30609,50.6,Alameda,California
"Kendall CDP, Florida",12,36100,33184.0,5243.0,10167.0,31789.0,31789.0,35046.0,35046.0,55255.0,93.2,27076.0,45.7,66003,66003,33184,76255,110890,21589,86898,133083,45977,11595,51742,66334,-888888888,8.2,-888888888,8.1,33932,33932,33932,33932,81524,62992,77.3,3445,4.2,30282,47.2,33847,52.8,Kendal,Florida
"Kissimmee city, Florida",12,36950,25999.0,4585.0,9166.0,29112.0,29112.0,31300.0,31300.0,43258.0,88.3,11730.0,23.9,59246,59246,25999,42615,58220,19403,45105,60998,20524,6596,26867,44449,-888888888,18.5,-888888888,21.0,29099,29099,29099,29099,79440,54131,68.1,5832,7.3,27520,48.4,29398,51.6,Kissimmee,Florida
"Castro Valley CDP, California",6,11964,23103.0,3058.0,5807.0,24940.0,24940.0,30019.0,30019.0,44577.0,91.2,19701.0,40.3,54276,54276,23103,121384,150130,16975,144846,166545,54411,6128,68557,98000,-888888888,5.8,-888888888,7.8,24109,24109,24109,24109,66408,50582,76.2,3925,5.9,23744,45.6,28338,54.4,Castro Valle,California
"Tucson city, Arizona",4,77000,223068.0,53018.0,68387.0,223284.0,223284.0,227326.0,227326.0,308500.0,88.1,101720.0,29.1,445020,445020,223068,50306,67355,126496,61461,78995,27821,96572,35798,46880,-888888888,14.1,-888888888,19.0,242816,242816,242816,242816,543215,398349,73.3,42346,7.8,213982,49.6,217080,50.4,Tucson,Arizona
"Urban Honolulu CDP, Hawaii",15,71550,138398.0,31012.0,41503.0,148336.0,148336.0,153408.0,153408.0,242811.0,91.6,105883.0,39.9,299015,299015,138398,73434,101488,78565,94288,122902,40755,59833,51946,66272,-888888888,8.5,-888888888,12.9,157427,157427,157427,157427,345532,282553,81.8,15093,4.4,144174,49.2,148669,50.8,Urban Honolul,Hawaii
"South Bend city, Indiana",18,71000,42707.0,8131.0,15978.0,38892.0,38892.0,44025.0,44025.0,59743.0,88.1,18644.0,27.5,80611,80611,42707,50248,68275,24420,61492,83955,28408,18287,31758,45006,-888888888,15.9,-888888888,21.4,49249,49249,49249,49249,104523,73599,70.4,7669,7.3,36419,46.5,41956,53.5,South Bend,Indiana
"Murrieta city, California",6,50076,34414.0,3300.0,8271.0,41510.0,41510.0,46717.0,46717.0,64962.0,93.4,23310.0,33.5,86654,86654,34414,104708,124369,27859,109641,134338,38901,6555,-999999999,73574,-888888888,5.8,-888888888,6.6,36573,36573,36573,36573,112984,74379,65.8,11258,10.0,38613,47.4,42770,52.6,Murrieta,California
"Napa city, California",6,50258,30418.0,4570.0,8406.0,33193.0,33193.0,32580.0,32580.0,46325.0,83.0,19813.0,35.5,65060,65060,30418,92878,116399,20096,107249,125473,45098,10322,60288,88367,-888888888,7.8,-888888888,10.7,32314,32314,32314,32314,78824,59666,75.7,5254,6.7,31453,50.4,30982,49.6,Napa,California
"Newport Beach city, California",6,51182,39131.0,6679.0,11599.0,34188.0,34188.0,38073.0,38073.0,64703.0,98.7,48091.0,73.3,71611,71611,39131,136588,219664,22754,188328,283474,102537,16377,96163,129536,-888888888,4.2,-888888888,7.1,47062,47062,47062,47062,84784,68635,81.0,2949,3.5,33222,47.2,37104,52.8,Newport Beach,California
"Bethesda CDP, Maryland",24,7125,27748.0,4240.0,7240.0,26863.0,26863.0,29051.0,29051.0,46914.0,97.4,42052.0,87.3,55086,55086,27748,167162,289681,17992,250001,371039,118911,9756,84637,134491,-888888888,2.5,-888888888,3.7,29577,29577,29577,29577,68014,51190,75.3,4397,6.5,25441,47.9,27646,52.1,Bethesd,Maryland
"Richmond city, California",6,60620,40019.0,5955.0,14133.0,42681.0,42681.0,50226.0,50226.0,66886.0,82.5,29362.0,36.2,92405,92405,40019,85754,112611,28683,92855,116074,39609,11336,57216,85143,-888888888,10.9,-888888888,15.4,42082,42082,42082,42082,115642,86117,74.5,5032,4.4,41318,45.9,48619,54.1,Richmond,California
"Frederick city, Maryland",24,30325,33907.0,6883.0,10317.0,30810.0,30810.0,33794.0,33794.0,50104.0,90.4,23441.0,42.3,63457,63457,33907,81411,98793,20294,96798,112975,42296,13613,61544,74888,-888888888,8.7,-888888888,10.6,35383,35383,35383,35383,79588,59013,74.1,4625,5.8,29666,48.0,32193,52.0,Frederick,Maryland
"Henderson city, Nevada",32,31900,124470.0,20635.0,30854.0,126969.0,126969.0,132722.0,132722.0,213719.0,93.8,80196.0,35.2,255102,255102,124470,77924,105807,85157,88633,120457,41771,39313,52899,66498,-888888888,7.2,-888888888,9.1,132088,132088,132088,132088,322202,237034,73.6,20007,6.2,119211,48.5,126567,51.5,Henderson,Nevada
"Duluth city, Minnesota",27,17000,36310.0,8997.0,10655.0,36239.0,36239.0,36973.0,36973.0,50255.0,95.8,23761.0,45.3,72363,72363,36310,61944,83668,17640,90921,117327,35383,18670,39084,47103,-888888888,9.3,-888888888,18.5,39763,39763,39763,39763,86373,62050,71.8,7717,8.9,35307,49.8,35622,50.2,Duluth,Minnesota
"Eagan city, Minnesota",27,17288,27069.0,4296.0,5678.0,27926.0,27926.0,27262.0,27262.0,46657.0,98.0,27249.0,57.3,54301,54301,27069,100490,126891,18029,126679,148188,50554,9040,55813,79118,-888888888,2.0,-888888888,3.9,27660,27660,27660,27660,68646,49874,72.7,5151,7.5,26330,51.0,25268,49.0,Eagan,Minnesota
"Temecula city, California",6,78120,34958.0,3852.0,7361.0,40918.0,40918.0,42773.0,42773.0,63981.0,90.5,26647.0,37.7,81560,81560,34958,99805,119489,28859,104848,126229,38612,6099,56456,69905,-888888888,8.3,-888888888,9.5,36588,36588,36588,36588,110863,74796,67.5,7618,6.9,38316,49.0,39905,51.0,Temecula,California
"Whittier city, California",6,85292,27773.0,4773.0,6775.0,35949.0,35949.0,36188.0,36188.0,51219.0,87.8,18530.0,31.8,70554,70554,27773,84320,121835,20922,98641,132794,40248,6851,50420,81079,-888888888,6.0,-888888888,9.5,28607,28607,28607,28607,85306,63015,73.9,6439,7.5,33721,49.6,34263,50.4,Whittier,California
"Lakeland city, Florida",12,38250,45548.0,7943.0,15188.0,45440.0,45440.0,50594.0,50594.0,73066.0,91.8,21337.0,26.8,95205,95205,45548,55029,70326,28108,65515,83159,28677,17440,35671,46247,-888888888,11.8,-888888888,14.4,52994,52994,52994,52994,115401,87055,75.4,7346,6.4,43420,47.1,48752,52.9,Lakeland,Florida
"Largo city, Florida",12,39425,36493.0,7671.0,13123.0,34193.0,34193.0,37228.0,37228.0,58613.0,91.2,18739.0,29.2,71022,71022,36493,55228,67579,18584,69281,81839,31593,17909,38979,49247,-888888888,7.3,-888888888,10.6,46495,46495,46495,46495,82333,67888,82.5,3273,4.0,32970,47.4,36612,52.6,Largo,Florida
"Lauderhill city, Florida",12,39550,26555.0,5962.0,10832.0,28082.0,28082.0,31567.0,31567.0,41834.0,81.4,9212.0,17.9,59106,59106,26555,44975,62553,17813,55630,71300,23662,8742,29829,42930,-888888888,18.3,-888888888,19.9,30956,30956,30956,30956,73461,55129,75.0,4248,5.8,26756,46.9,30316,53.1,Lauderhill,Florida
"Lehigh Acres CDP, Florida",12,39925,40295.0,5738.0,8174.0,48225.0,48225.0,49744.0,49744.0,68382.0,84.4,14248.0,17.6,95985,95985,40295,58422,66380,30400,63935,70713,22888,9895,29626,42455,-888888888,11.5,-888888888,14.0,42566,42566,42566,42566,126557,86682,68.5,9575,7.6,45282,49.3,46507,50.7,Lehigh Acre,Florida
"Castle Rock town, Colorado",8,12415,27249.0,2991.0,4219.0,28008.0,28008.0,30213.0,30213.0,48116.0,98.8,26491.0,54.4,56465,56465,27249,125657,148584,20728,137087,168662,53798,6521,71426,80202,-888888888,4.1,-888888888,4.4,28082,28082,28082,28082,76366,51252,67.1,5967,7.8,27064,49.9,27225,50.1,Castle Rock,Colorado
"Centennial city, Colorado",8,12815,39660.0,5586.0,8936.0,42655.0,42655.0,43984.0,43984.0,72237.0,97.2,44874.0,60.4,85147,85147,39660,108531,141506,29753,126737,159312,53320,9907,68578,82626,-888888888,2.4,-888888888,4.0,41114,41114,41114,41114,106957,78534,73.4,7349,6.9,40236,49.4,41271,50.6,Centennial,Colorado
"Bakersfield city, California",6,3526,128007.0,19527.0,35003.0,149642.0,149642.0,160359.0,160359.0,203397.0,82.1,61495.0,24.8,304281,304281,128007,66666,91135,93025,72130,100205,29363,34982,41841,58497,-888888888,12.5,-888888888,16.1,134270,134270,134270,134270,407581,273762,67.2,31183,7.7,140750,48.4,149908,51.6,Bakersfield,California
"Baldwin Park city, California",6,3666,19112.0,3613.0,4706.0,31944.0,31944.0,28284.0,28284.0,33752.0,69.2,6853.0,14.0,59548,59548,19112,69854,90689,15872,69587,87554,25416,3240,47222,80012,-888888888,12.8,-888888888,13.3,19605,19605,19605,19605,70634,54500,77.2,4837,6.8,30123,52.5,27268,47.5,Baldwin Park,California
"Lakewood city, Colorado",8,43000,70751.0,16351.0,18931.0,67093.0,67093.0,67811.0,67811.0,112357.0,94.1,54460.0,45.6,134164,134164,70751,77122,100794,38402,95805,123196,46404,32349,52368,69948,-888888888,5.7,-888888888,9.5,75300,75300,75300,75300,156612,127691,81.5,6358,4.1,64945,49.6,66062,50.4,Lakewood,Colorado
"Chico city, California",6,13014,40956.0,8576.0,12624.0,40643.0,40643.0,44916.0,44916.0,57039.0,93.6,26187.0,43.0,84178,84178,40956,61850,86195,22120,80105,109710,35054,18836,36824,52977,-888888888,12.1,-888888888,21.5,42758,42758,42758,42758,102340,72824,71.2,9993,9.8,39135,47.7,42848,52.3,Chico,California
"Johns Creek city, Georgia",13,42425,29256.0,2717.0,5368.0,30047.0,30047.0,32091.0,32091.0,49890.0,92.3,38983.0,72.1,61190,61190,29256,132870,159133,23555,155313,173861,56308,5701,76166,93349,-888888888,5.1,-888888888,4.9,29983,29983,29983,29983,82078,55459,67.6,6204,7.6,27907,47.8,30475,52.2,Johns Creek,Georgia
"Champaign city, Illinois",17,12385,37423.0,9188.0,13564.0,36826.0,36826.0,38143.0,38143.0,44433.0,95.7,26206.0,56.5,74678,74678,37423,53410,76628,17717,81020,112316,32901,19706,34092,43453,-888888888,6.3,-888888888,18.6,41755,41755,41755,41755,89116,60752,68.2,8980,10.1,35957,49.2,37144,50.8,Champaign,Illinois
"Chicago city, Illinois",17,14000,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422,2212422,1139537,66576,101179,580275,81796,122958,43217,559262,50980,75984,-888888888,12.9,-888888888,17.1,1272191,1272191,1272191,1272191,2696561,2066616,76.6,147958,5.5,1035787,48.0,1120519,52.0,Chicago,Illinois
"Naperville city, Illinois",17,51622,54377.0,7332.0,11567.0,59009.0,59009.0,60146.0,60146.0,100145.0,98.3,73038.0,71.7,116746,116746,54377,129664,165749,40233,157363,194744,61497,14144,60737,80353,-888888888,5.2,-888888888,6.6,56443,56443,56443,56443,148863,108894,73.2,9637,6.5,55034,49.2,56712,50.8,Naperville,Illinois
"Yuma city, Arizona",4,85540,36530.0,5774.0,10312.0,37872.0,37872.0,36870.0,36870.0,48412.0,82.4,12459.0,21.2,73289,73289,36530,54260,71725,26937,54445,73457,26988,9593,45087,57583,-888888888,13.7,-888888888,16.9,43608,43608,43608,43608,97097,65746,67.7,6662,6.9,35268,49.8,35584,50.2,Yuma,Arizona
"Fremont city, California",6,26000,75716.0,9841.0,13112.0,94124.0,94124.0,88042.0,88042.0,151034.0,93.7,102588.0,63.7,180103,180103,75716,155968,189180,58621,172607,211297,64320,17095,81473,107024,-888888888,3.8,-888888888,4.9,79480,79480,79480,79480,227523,167901,73.8,12726,5.6,89403,51.4,84493,48.6,Fremont,California
"Kansas City city, Kansas",20,36000,57819.0,12789.0,17370.0,59236.0,59236.0,60054.0,60054.0,79146.0,80.9,20895.0,21.3,116860,116860,57819,53884,69122,36787,64782,76128,26024,21032,32977,52679,-888888888,13.9,-888888888,16.8,63738,63738,63738,63738,154804,105407,68.1,10765,7.0,55493,49.5,56702,50.5,Kansas City,Kansas
"Lawrence city, Kansas",20,38900,41041.0,13409.0,11087.0,42240.0,42240.0,40316.0,40316.0,54907.0,95.6,31169.0,54.3,81488,81488,41041,52475,70690,18295,78853,97796,31804,22746,34150,46835,-888888888,14.8,-888888888,20.7,44551,44551,44551,44551,95251,69376,72.8,10721,11.3,40785,51.0,39217,49.0,Lawrence,Kansas
"Kenner city, Louisiana",22,39475,25267.0,5253.0,8382.0,24805.0,24805.0,26951.0,26951.0,37431.0,84.9,11555.0,26.2,50438,50438,25267,55753,74755,16110,78980,91873,28767,9157,28801,42784,-888888888,12.9,-888888888,14.8,27548,27548,27548,27548,65376,46284,70.8,4749,7.3,22902,47.3,25564,52.7,Kenner,Louisiana
"Norwalk city, California",6,52526,26506.0,3214.0,5268.0,41324.0,41324.0,40342.0,40342.0,50130.0,73.8,13220.0,19.5,80696,80696,26506,79850,90044,21697,87065,97809,24537,4809,23750,42830,-888888888,9.5,-888888888,12.7,26860,26860,26860,26860,100369,72250,72.0,8405,8.4,38705,50.6,37834,49.4,Norwalk,California
