NAME,state,place,K200101_001E,K200101_002E,K200101_003E,K200103_001E,K200103_002E,K200103_003E,K200104_001E,K200104_003E,K200104_004E,K200104_005E,K200104_006E,K200104_007E
"Lake Elsinore city, California",06,39486,71573,36432,35141,34.0,32.6,36.7,85732,7856,9765,12933,12910,12397
"Lake Forest city, California",06,39496,85732,42852,42880,42.1,40.9,43.2,25235,1442,2077,3608,2140,3813
"Lakeside CDP (San Diego County), California",06,39766,25235,12388,12847,41.0,38.9,43.0,80607,5145,13683,11334,10749,11084
"Lakewood city, California",06,39892,80607,40052,40555,37.3,36.2,39.5,60721,5294,9383,11532,7143,6105
"La Mesa city, California",06,40004,60721,30352,30369,37.3,36.0,38.2,46671,6274,5466,5819,5641,6044
"La Mirada city, California",06,40032,46671,22271,24400,39.1,38.1,39.7,170134,17342,25889,25343,17883,18555
"Lancaster city, California",06,40130,170134,85649,84485,31.8,30.1,34.9,39237,3438,5794,5579,5230,3539
"La Presa CDP, California",06,40326,39237,17913,21324,35.7,35.4,35.9,37294,2999,6178,5051,4891,4414
"La Puente city, California",06,40340,37294,18724,18570,34.7,34.2,36.2,38185,2571,4883,4388,3926,5231
"La Quinta city, California",06,40354,38185,21067,17118,44.8,42.0,49.5,30654,1793,4402,5346,3356,3217
"Lathrop city, California",06,40704,30654,16505,14149,32.5,32.2,35.3,30697,2296,3898,3021,3483,4339
"La Verne city, California",06,40830,30697,15374,15323,41.3,40.5,42.7,31122,3792,4579,4803,4956,4686
"Lawndale city, California",06,40886,31122,16883,14239,38.6,35.8,40.0,27413,2802,4453,3933,4120,2497
"Lemon Grove city, California",06,41124,27413,14065,13348,34.6,33.6,36.8,27255,2023,4624,4580,2887,1878
"Lemoore city, California",06,41152,27255,12842,14413,31.7,31.9,31.5,20499,2270,3803,2467,2203,2651
"Lennox CDP, California",06,41180,20499,10173,10326,29.7,28.7,32.1,50623,2218,5223,5818,7455,4506
"Lincoln city, California",06,41474,50623,24909,25714,44.7,40.5,47.5,24547,2841,4642,3542,1952,1726
"Linda CDP, California",06,41572,24547,12244,12303,28.1,26.6,28.7,20949,1847,2939,2647,2541,2173
"Live Oak CDP, California",06,41922,20949,11111,9838,37.6,35.1,40.9,86812,6572,12102,10856,13055,13407
"Livermore city, California",06,41992,86812,43647,43165,40.5,39.7,41.8,67020,8678,7499,7480,10439,6500
"Lodi city, California",06,42202,67020,31759,35261,39.1,39.8,37.9,25070,3467,4278,3106,3035,2973
"Loma Linda city, California",06,42370,25070,9980,15090,37.5,39.0,36.0,24320,1539,4514,2082,2899,2267
"Lomita city, California",06,42468,24320,9772,14548,33.3,37.8,30.7,43829,3376,5504,7388,4877,4379
"Lompoc city, California",06,42524,43829,22639,21190,35.1,37.3,32.3,456063,40477,84826,62983,57286,56324
"Long Beach city, California",06,43000,456063,222123,233940,36.5,35.5,37.5,30699,1942,2240,3285,5026,4285
"Los Altos city, California",06,43280,30699,15574,15125,46.7,45.1,48.5,3849306,363932,676391,566197,500960,456715
"Los Angeles city, California",06,44000,3849306,1920499,1928807,37.0,36.3,37.8,46398,4401,8965,4765,6876,3975
"Los Banos city, California",06,44028,46398,22737,23661,30.3,30.9,28.9,32535,2654,2938,4077,3994,5351
"Los Gatos town, California",06,44112,32535,15980,16555,45.5,44.5,46.0,65502,7288,9942,8687,8914,7141
"Lynwood city, California",06,44574,65502,32188,33314,33.7,31.7,34.8,67956,5692,9389,9493,9220,6113
"Madera city, California",06,45022,67956,33080,34876,33.6,30.9,36.2,34678,2615,3221,3508,6185,5715
"Manhattan Beach city, California",06,45400,34678,18408,16270,45.8,45.5,45.8,85799,4856,12629,12982,10728,11547
"Manteca city, California",06,45484,85799,42007,43792,38.8,39.0,38.6,23511,3380,3154,2991,2811,3033
"Marina city, California",06,45778,23511,11815,11696,36.8,36.6,36.9,36822,2224,5604,5678,4497,6754
"Martinez city, California",06,46114,36822,17164,19658,42.5,40.5,45.0,24563,3483,2825,3272,3034,2657
"Maywood city, California",06,46492,24563,12244,12319,30.6,29.4,33.7,22312,4132,3379,2185,2610,3298
"Mead Valley CDP, California",06,46646,22312,11219,11093,29.8,33.1,27.6,106396,7764,15514,12823,14115,11717
"Menifee city, California",06,46842,106396,53174,53222,38.0,34.2,41.2,32480,2383,4343,5590,4576,2942
"Menlo Park city, California",06,46870,32480,15680,16800,38.4,39.2,38.0,89292,10307,13316,11559,8921,8266
"Merced city, California",06,46898,89292,42050,47242,30.0,28.3,31.4,21506,1117,2865,3357,3024,2593
"Millbrae city, California",06,47486,21506,10435,11071,43.3,41.5,44.4,79074,4728,13806,13846,8892,9920
"Milpitas city, California",06,47766,79074,41868,37206,37.1,37.0,37.2,92449,5523,10528,10763,13280,13974
"Mission Viejo city, California",06,48256,92449,47148,45301,46.9,46.1,48.0,218782,17626,34130,28327,28526,24138
"Modesto city, California",06,48354,218782,109123,109659,35.6,35.2,36.2,37500,3009,5669,6574,4001,5667
"Monrovia city, California",06,48648,37500,19378,18122,37.7,35.4,38.8,38069,3564,5708,4835,6176,3667
"Montclair city, California",06,48788,38069,18292,19777,35.3,37.0,33.8,61202,5718,8461,10150,6595,5582
"Montebello city, California",06,48816,61202,30246,30956,36.2,36.6,35.6,29875,3044,5630,3450,2433,4926
"Monterey city, California",06,48872,29875,14872,15003,39.6,39.3,40.1,59673,4437,7579,6976,7374,9714
"Monterey Park city, California",06,48914,59673,29413,30260,45.7,45.3,46.6,35979,2074,5065,4470,4103,4746
"Moorpark city, California",06,49138,35979,17914,18065,37.3,35.0,39.4,211607,22718,36370,29875,23381,22101
"Moreno Valley city, California",06,49270,211607,105225,106382,32.3,32.0,32.7,45329,3342,5158,6797,5522,6080
"Morgan Hill city, California",06,49278,45329,20211,25118,38.9,40.0,37.6,81517,4999,17163,15875,10244,6412
"Mountain View city, California",06,49670,81517,44428,37089,35.7,35.0,37.0,112984,11835,13845,15551,12128,12195
"Murrieta city, California",06,50076,112984,53681,59303,34.7,34.4,34.8,78824,6609,9956,11276,10371,9821
"Napa city, California",06,50258,78824,39406,39418,41.4,40.3,42.6,55917,4684,8412,7486,6429,7408
"National City city, California",06,50398,55917,26571,29346,40.1,36.6,40.9,47431,3121,8583,9616,5438,5198
"Newark city, California",06,50916,47431,24629,22802,36.4,36.7,36.0,84784,4748,10162,9897,12115,15817
"Newport Beach city, California",06,51182,84784,40438,44346,48.4,46.3,49.9,26079,2384,3561,4442,3125,3973
"Norco city, California",06,51560,26079,14441,11638,37.3,37.6,36.2,42984,4876,5920,6351,3127,5084
"North Highlands CDP, California",06,51924,42984,21890,21094,31.6,28.7,33.2,25283,1481,3077,2448,4862,3576
"North Tustin CDP, California",06,52379,25283,12924,12359,45.7,41.9,49.4,100369,8616,15129,13266,13179,11447
"Norwalk city, California",06,52526,100369,51249,49120,36.5,35.5,37.7,52710,2894,4034,6982,7449,8609
"Novato city, California",06,52582,52710,26728,25982,46.5,45.7,47.9,22652,2247,2809,2822,3240,2182
"Oakdale city, California",06,52694,22652,11904,10748,35.9,31.8,41.9,433797,31603,76536,70832,58276,49496
"Oakland city, California",06,53000,433797,210559,223238,38.2,37.5,38.9,43768,4643,5234,5916,6813,5867
"Oakley city, California",06,53070,43768,23435,20333,37.9,37.2,38.9,172990,14508,26879,23996,20151,24387
"Oceanside city, California",06,53322,172990,85993,86997,37.9,36.4,38.8,32157,3060,4568,4231,3971,5017
"Oildale CDP, California",06,53448,32157,14945,17212,37.7,38.3,37.3,177961,18059,31781,24599,19695,22560
"Ontario city, California",06,53896,177961,89773,88188,33.4,32.1,34.6,137287,14121,22400,20718,17196,14475
"Orange city, California",06,53980,137287,67719,69568,35.6,35.2,36.5,35404,1113,3212,5445,3955,5295
"Orangevale CDP, California",06,54092,35404,17982,17422,44.1,41.4,44.9,32425,2870,4138,3830,3617,4174
"Orcutt CDP, California",06,54120,32425,15364,17061,43.0,42.8,43.1,201898,18310,32107,28682,25289,20484
"Oxnard city, California",06,54652,201898,101162,100736,33.9,34.2,33.6,37111,1623,2952,5891,6346,4207
"Pacifica city, California",06,54806,37111,17734,19377,44.0,45.1,42.9,165795,13867,24933,22465,18697,19917
"Palmdale city, California",06,55156,165795,83097,82698,33.5,31.7,35.9,51530,2519,5739,3886,5066,7678
"Palm Desert city, California",06,55184,51530,23694,27836,57.8,56.0,59.8,45011,1756,5283,4733,5199,10246
"Palm Springs city, California",06,55254,45011,26402,18609,58.3,58.4,58.0,66666,4524,7297,8206,9144,9209
"Palo Alto city, California",06,55282,66666,32092,34574,41.1,41.1,41.1,52514,4377,9495,6426,7719,4411
"Paramount city, California",06,55618,52514,25407,27107,32.1,31.0,32.9,135745,9800,22959,22536,18077,17833
"Pasadena city, California",06,56000,135745,68991,66754,40.1,38.6,42.3,21801,3730,1984,1932,2405,3168
"Patterson city, California",06,56112,21801,10735,11066,26.9,25.6,32.8,79831,9779,13508,9865,12783,6934
"Perris city, California",06,56700,79831,39454,40377,30.3,31.4,29.4,59393,2895,6848,9002,8405,8238
"Petaluma city, California",06,56784,59393,27755,31638,45.5,45.1,46.1,60755,6926,7060,9681,7329,7058
"Pico Rivera city, California",06,56924,60755,30512,30243,39.4,38.9,39.7,76551,8707,13517,9423,10683,9105
"Pittsburg city, California",06,57456,76551,41237,35314,35.1,32.9,39.3,51269,3842,6674,6669,6285,6597
"Placentia city, California",06,57526,51269,24082,27187,39.6,38.1,41.1,34297,2339,5098,5800,3754,3520
"Pleasant Hill city, California",06,57764,34297,16386,17911,38.5,36.6,41.5,78250,5662,8359,10309,11920,12631
"Pleasanton city, California",06,57792,78250,36520,41730,44.2,45.3,42.9,148339,16137,24457,17705,20591,14801
"Pomona city, California",06,58072,148339,74474,73865,32.9,33.0,32.8,62739,5996,8508,8064,6981,4412
"Porterville city, California",06,58240,62739,31513,31226,30.1,31.0,29.5,21898,1322,2482,4356,2408,2695
"Port Hueneme city, California",06,58296,21898,11385,10513,40.5,40.3,40.6,48438,2987,6850,7064,5124,6898
"Poway city, California",06,58520,48438,25575,22863,39.5,37.7,40.4,23043,1497,5254,3118,2631,2310
"Ramona CDP, California",06,59346,23043,11453,11590,35.6,35.3,36.1,80423,6565,11224,13895,9515,9019
"Rancho Cordova city, California",06,59444,80423,40648,39775,36.4,36.2,36.5,175138,14660,26281,23596,21301,21965
"Rancho Cucamonga city, California",06,59451,175138,85930,89208,35.8,34.1,37.7,41291,3429,2943,3282,5396,7666
"Rancho Palos Verdes city, California",06,59514,41291,19733,21558,50.4,48.4,54.6,24172,2054,2457,3892,2764,3992
"Rancho San Diego CDP, California",06,59550,24172,12687,11485,40.8,39.4,42.8,47446,3146,5336,6996,7291,8516
"Rancho Santa Margarita city, California",06,59587,47446,22844,24602,41.1,44.4,39.2,93466,8681,12302,12164,9249,12626
"Redding city, California",06,59920,93466,44987,48479,38.9,36.9,40.3,73280,7124,11702,7947,7011,6500
"Redlands city, California",06,59962,73280,36355,36925,31.5,29.5,34.9,69779,3870,6811,10031,10950,10916
"Redondo Beach city, California",06,60018,69779,33825,35954,44.0,44.7,42.3,81653,5128,15481,11213,11683,12045
"Redwood City city, California",06,60102,81653,41850,39803,37.6,36.4,39.5,25234,3277,3711,3288,3505,2516
"Reedley city, California",06,60242,25234,13611,11623,32.2,31.7,32.8,104380,8699,17056,15772,11136,10398
"Rialto city, California",06,60466,104380,51225,53155,31.7,30.5,33.2,115642,8912,18460,16606,14060,13808
"Richmond city, California",06,60620,115642,53279,62363,37.5,36.9,38.2,28112,2124,4911,4501,2715,3106
"Ridgecrest city, California",06,60704,28112,14643,13469,34.3,33.5,35.3,19425,1137,3120,2467,2046,1818
"Rio Linda CDP, California",06,60942,19425,8304,11121,30.3,30.7,29.5,20313,1413,2859,3657,3142,1999
"Ripon city, California",06,61026,20313,10091,10222,39.0,37.4,39.5,24836,1334,3332,4275,2966,2266
"Riverbank city, California",06,61068,24836,11253,13583,35.0,34.5,36.4,317257,47886,50896,44364,36570,32900
"Riverside city, California",06,62000,317257,155885,161372,32.9,31.9,33.7,72986,6981,6753,12068,10378,8203
"Rocklin city, California",06,62364,72986,36083,36903,38.0,37.5,38.5,44404,5900,6196,7331,3469,4004
"Rohnert Park city, California",06,62546,44404,21443,22961,33.7,30.8,34.5,23252,1858,3270,3182,2628,1289
"Rosamond CDP, California",06,62826,23252,11973,11279,32.2,34.2,29.9,20724,2835,2105,2123,2958,3471
"Rosedale CDP, California",06,62854,20724,10556,10168,37.1,33.2,41.8,50235,3474,6350,6768,7406,7130
"Rosemead city, California",06,62896,50235,25583,24652,44.7,42.0,47.7,23065,1388,4786,2936,3571,1665
"Rosemont CDP, California",06,62910,23065,10407,12658,33.2,32.9,33.2,151902,10378,21782,22022,18086,19179
"Roseville city, California",06,62938,151902,73611,78291,39.0,37.6,40.0,47383,2751,7704,5699,6343,6636
"Rowland Heights CDP, California",06,63218,47383,23949,23434,45.0,41.6,46.9,525028,49079,96398,75223,62992,57944
"Sacramento city, California",06,64000,525028,257437,267591,36.3,35.0,38.1,162780,17446,22421,23546,18177,13984
"Salinas city, California",06,64224,162780,82202,80578,31.5,31.0,32.1,222194,24829,36372,31816,23864,24549
"San Bernardino city, California",06,65000,222194,111591,110603,32.4,32.6,32.3,42292,2881,5196,7081,5938,6100
"San Bruno city, California",06,65028,42292,21463,20829,41.2,38.7,47.0,109938,8610,15295,13077,15893,14979
"San Buenaventura (Ventura) city, California",06,65042,109938,53340,56598,41.5,42.7,40.4,30023,1659,2468,4739,4333,5049
"San Carlos city, California",06,65070,30023,14677,15346,43.0,40.6,45.2,63898,5056,8207,6265,9627,9867
"San Clemente city, California",06,65084,63898,33161,30737,44.8,40.9,48.3,1381600,155035,254415,195138,172549,153583
"San Diego city, California",06,66000,1381600,707804,673796,35.9,34.9,37.0,34070,2826,3995,4564,4380,4664
"San Dimas city, California",06,66070,34070,16165,17905,42.2,41.6,43.0,25500,2139,3565,3974,2988,2863
"San Fernando city, California",06,66140,25500,11696,13804,33.9,33.7,34.0,815201,53294,164456,132607,108595,99740
"San Francisco city, California",06,67000,815201,417313,397888,40.4,40.1,41.0,38670,2465,5049,6244,4938,5346
"San Gabriel city, California",06,67042,38670,19319,19351,43.6,39.4,47.0,26719,2694,4372,4087,1682,3242
"Sanger city, California",06,67056,26719,13264,13455,30.6,29.6,31.9,55294,4734,6893,7924,6423,4850
"San Jacinto city, California",06,67112,55294,25994,29300,32.7,32.6,33.0,983530,82826,150188,146317,139965,117349
"San Jose city, California",06,68000,983530,505431,478099,38.4,37.3,39.5,34955,2975,1975,3791,6561,5223
"San Juan Capistrano city, California",06,68028,34955,17788,17167,51.0,51.1,50.5,88878,7514,12761,12104,12732,14824
"San Leandro city, California",06,68084,88878,44727,44151,43.3,41.5,44.6,29010,2103,3715,4332,3549,3714
"San Lorenzo CDP, California",06,68112,29010,14900,14110,41.7,41.2,42.8,47536,15683,6491,4695,3090,4788
"San Luis Obispo city, California",06,68154,47536,24031,23505,27.8,26.7,28.6,94927,7411,9971,17342,11651,8957
"San Marcos city, California",06,68196,94927,46033,48894,37.6,36.1,38.5,102175,6594,18652,15088,12130,12336
"San Mateo city, California",06,68252,102175,48517,53658,38.0,36.8,38.6,31766,2871,4344,3093,5118,4020
"San Pablo city, California",06,68294,31766,15458,16308,36.1,36.1,35.9,60758,4583,6705,8035,9414,7925
"San Rafael city, California",06,68364,60758,29361,31397,43.4,42.4,45.3,86939,4969,5833,15383,16105,8556
"San Ramon city, California",06,68378,86939,42854,44085,40.2,39.5,40.5,309468,34979,49961,45402,39572,34006
"Santa Ana city, California",06,69000,309468,158062,151406,34.0,33.6,35.1,88252,10450,16843,9601,10122,12789
"Santa Barbara city, California",06,69070,88252,44608,43644,37.1,35.0,39.1,127155,12165,28460,19160,14864,13868
"Santa Clara city, California",06,69084,127155,64208,62947,34.5,34.2,34.7,224588,18106,29217,31175,32784,29388
"Santa Clarita city, California",06,69088,224588,108533,116055,38.4,37.9,39.1,61938,16649,9630,6468,6759,6912
"Santa Cruz city, California",06,69112,61938,30722,31216,32.8,32.4,33.0,109709,13628,13845,14732,12231,8215
"Santa Maria city, California",06,69196,109709,54167,55542,29.9,28.5,30.8,91103,4807,18666,13326,12805,13059
"Santa Monica city, California",06,70000,91103,44613,46490,41.3,41.1,41.7,30750,3962,3201,4670,4241,2168
"Santa Paula city, California",06,70042,30750,15239,15511,35.7,34.1,36.6,176942,16144,23545,23936,24293,21468
"Santa Rosa city, California",06,70098,176942,87012,89930,40.4,38.6,42.5,59700,3351,7276,9913,7385,7097
"Santee city, California",06,70224,59700,29304,30396,38.2,37.9,38.3,30161,2260,1705,2781,4948,5169
"Saratoga city, California",06,70280,30161,14852,15309,49.9,50.7,49.6,24941,948,1889,1690,1958,3908
"Seal Beach city, California",06,70686,24941,11012,13929,61.1,56.6,64.7,32083,4320,6286,3856,3253,3255
"Seaside city, California",06,70742,32083,15098,16985,33.8,34.4,32.9,24625,1627,5767,3355,974,3501
"Selma city, California",06,70882,24625,13216,11409,33.3,32.4,38.1,125967,12798,19099,12463,18135,21717
"Simi Valley city, California",06,72016,125967,63701,62266,43.0,39.1,45.1,24777,2392,4137,4123,4518,4062
"Soledad city, California",06,72520,24777,16324,8453,40.0,42.6,30.6,91148,8345,14363,12201,12641,10201
"South Gate city, California",06,73080,91148,46032,45116,36.3,35.7,37.6,22752,2121,3734,3649,2059,3019
"South Lake Tahoe city, California",06,73108,22752,11165,11587,36.5,36.9,36.3,26317,1466,3106,4415,4286,2557
"South Pasadena city, California",06,73220,26317,12137,14180,41.0,42.0,40.6,64256,3749,9666,9610,9615,9113
"South San Francisco city, California",06,73262,64256,31787,32469,40.5,37.4,43.8,59242,5157,9465,7707,8292,7157
"South Whittier CDP, California",06,73430,59242,28595,30647,36.8,37.6,35.6,31896,3152,4894,4977,2789,3681
"Spring Valley CDP (San Diego County), California",06,73696,31896,14836,17060,34.4,37.5,32.3,37973,3604,4206,5121,5704,4875
"Stanton city, California",06,73962,37973,17375,20598,38.9,40.1,37.6,22164,1894,3360,1896,3432,3204
"Stevenson Ranch CDP, California",06,74130,22164,11184,10980,40.7,38.2,43.2,322107,35376,49681,40393,35675,34351
"Stockton city, California",06,75000,322107,157657,164450,32.4,31.8,33.3,29169,2356,3483,3534,3160,4395
"Suisun City city, California",06,75630,29169,14734,14435,37.6,36.2,41.4,152258,9641,36332,21645,17134,17196
"Sunnyvale city, California",06,77000,152258,79514,72744,35.2,34.2,36.9,110863,7527,14317,16097,13611,14043
"Temecula city, California",06,78120,110863,55173,55690,35.6,34.5,36.5,26044,825,3729,3066,2896,2802
"Temescal Valley CDP, California",06,78138,26044,12464,13580,40.0,39.7,40.1,35757,2241,3646,4555,5114,4986
"Temple City city, California",06,78148,35757,18082,17675,42.5,41.8,42.9,125766,10216,13375,15216,17460,17385
"Thousand Oaks city, California",06,78582,125766,63447,62319,43.5,42.6,45.5,143589,7308,13739,22644,20501,23392
"Torrance city, California",06,80000,143589,72223,71366,44.1,42.9,46.1,95384,7508,11454,15659,10968,10040
"Tracy city, California",06,80238,95384,48477,46907,35.2,32.3,35.8,70724,6731,9716,9102,7158,7233
"Tulare city, California",06,80644,70724,34188,36536,29.6,29.4,30.1,72673,7267,8416,11224,7284,6699
"Turlock city, California",06,80812,72673,34504,38169,35.0,32.5,36.9,79428,7788,11164,12008,10535,9469
"Tustin city, California",06,80854,79428,41530,37898,35.9,33.6,37.4,27430,5190,5711,2961,2009,1410
"Twentynine Palms city, California",06,80994,27430,15704,11726,25.3,23.3,27.3,68668,4958,9237,10392,9813,10469
"Union City city, California",06,81204,68668,34418,34250,43.5,42.7,44.7,79264,8481,10124,10379,10884,11407
"Upland city, California",06,81344,79264,37741,41523,38.4,39.3,37.5,103092,9103,17738,13782,12466,13449
"Vacaville city, California",06,81554,103092,54195,48897,38.1,38.3,37.9,20051,1935,3814,1971,3329,2412
"Valinda CDP, California",06,81638,20051,10636,9415,39.0,33.4,42.7,124869,11187,16720,19239,14585,14256
"Vallejo city, California",06,81666,124869,59869,65000,40.0,38.9,41.5,20863,2292,2314,1780,3556,2498
