name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id,Incomplete,Population  , Population Density per km2 , Population Density per mile2 , Target population percentage  , TOTAL Brew Population Age Bracket population  ,male_brew_age,Median Income 12 mths ,Total: - white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:
Mother Earth Brewing,regional,311 N Herritage St,Kinston,North Carolina,28501-4823,-77.56145139,35.26991656,North Carolina,28501,4801,,"17,964",71,27,17%,6026,2968,18947,2187,105,270,936
Mother Road Brewery and Taproom,micro,1300 East Butler Ave Ste 200,Flagstaff,Arizona,86001,-111.6565246,35.19631999,Arizona,86001,4802,,"37,093",49,19,19%,11954,7173,19213,9524,411,390,5274
Swamp Rabbit Brewery and Taproom,micro,26 S Main St,Travelers Rest,South Carolina,29690-1810,-82.44227639,34.9666585,South Carolina,29690,6792,INCOMPLETE,,92,36,,,,,,,,
Mount Gretna Craft Brewery,micro,2701 Horseshoe Pike,Palmyra,Pennsylvania,17078-8949,-76.58630592,40.30108343,Pennsylvania,17078,4813,,"23,496",295,114,18%,8392,4184,38291,8482,332,720,3107
Moustache Brewing Co,micro,400 Hallett Ave Ste A,Riverhead,New York,11901-3076,-72.65318167,40.93482282,New York,11901,4830,,"30,936",222,86,24%,11609,7385,33879,8417,326,640,3221
MT Head Brewing Co,closed,27307 159th Ave E,Graham,Washington,98338-5608,-122.3500518,47.00555818,Washington,98338,4834,,"30,147",229,88,24%,12625,7112,41106,8805,628,574,1890
Mt Index Brewery,closed,49315 State Road 2 Ste B,index,Washington,98256,-121.5269388,47.83373835,Washington,98256,4835,,446,2,1,15%,125,66,21563,131,7,20,54
Mt. Carmel Brewing Co,micro,4362 Mount Carmel Tobasco Rd,Cincinnati,Ohio,45244-2338,-84.32587688,39.11090475,Ohio,45244,4838,,"28,936",501,193,18%,10145,5299,48423,9850,471,709,2457
Brewery Terra Firma,micro,2959 Hartman Rd,Traverse City,Michigan,49685-8838,-85.63510581,44.71509875,Michigan,49685,1283,INCOMPLETE,,147,57,,,,,,,,
The Filling Station Microbrewery,micro,642 Railroad Pl,Traverse City,Michigan,49686-3633,-85.609476,44.7580963,Michigan,49686,6985,INCOMPLETE,,202,78,,,,,,,,
"Jolly Pumpkin Restaurant, Brewery & Distillery",micro,13512 Peninsula Dr Old Mission Peninsula,Traverse City,Michigan,49686-9717,-85.56162581,44.75010793,Michigan,49686,3868,INCOMPLETE,,202,78,,,,,,,,
MyGrain Brewing Company,brewpub,50 E Jefferson St Ste 106,Joliet,Illinois,60432-4299,-88.06616937,41.53039588,Illinois,60432,4855,,"19,989",903,349,23%,8353,4618,27153,2557,278,383,744
"Nacogdoches Brewing Company, Inc.",planning,,Nacogdoches,Texas,75964-8327,-94.68144074,31.59742975,Texas,75964,4859,,"19,986",35,13,17%,6890,3432,25227,4353,481,481,954
Nailers Brewing Company,brewpub,6001 N US Highway 31,Whiteland,Indiana,46184,-86.08841412,39.56142587,Indiana,46184,4860,,"13,023",267,103,24%,5124,3081,37110,4419,230,210,1221
Naked Brewing Co,micro,51 Buck Rd,Huntingdon Valley,Pennsylvania,19006-1501,-75.06555928,40.12569569,Pennsylvania,19006,4861,,"23,148",679,262,15%,7274,3508,44356,6857,196,484,1794
Naked Dove Brewing Company,micro,4048 State Route 5 and 20,Canandaigua,New York,14424-9591,-77.29113774,42.86413097,New York,14424,4863,,"28,353",85,33,19%,10046,5356,35906,11808,516,1217,4893
Nano 108 Brewing Co,micro,2402 Waynoka Rd,Colorado Springs,Colorado,80915-1612,-104.733816,38.85521935,Colorado,80915,4865,,"22,548","1,100",425,23%,9265,5089,32234,6205,479,1001,2063
Naples Beach Brewery,micro,4110 Enterprise Ave Ste 217,Naples,Florida,34104-7084,-81.74288031,26.15301813,Florida,34104,4871,,"25,485",933,360,13%,7095,3338,33752,9171,432,673,3429
Narrow Path Brewing Company,micro,106 Karl Brown Way,Loveland,Ohio,45140-2902,-84.27711629,39.26357077,Ohio,45140,4875,,"56,386",479,185,20%,21447,11168,44622,19245,620,1403,5081
National Beer Museum Development Group,planning,,Pittsburgh,Pennsylvania,15212,-80.00839097,40.46728958,Pennsylvania,15212,4879,,"27,016","1,896",732,26%,13184,7042,34055,9634,308,869,5723
National Brewing Company,contract,28102 Baileys Neck Rd,Easton,Maryland,21601-8520,-76.08884409,38.77656982,Maryland,21601,4880,,"23,945",84,33,16%,7568,3845,41200,8270,232,755,3352
3rd Rock Brewing Company,micro,134 Industrial Park Dr,Trenton,North Carolina,28585-9593,-77.36749285,35.06939877,North Carolina,28585,103,INCOMPLETE,,7,3,,,,,,,,
Dodgeton Creek Brewing Co.,planning,,Trinidad,Colorado,81082-9788,-104.5005411,37.169397,Colorado,81082,2226,INCOMPLETE,,6,2,,,,,,,,
Nebraska Brewing Co - Papillion,closed,7474 Towne Center Pkwy Ste 101 Shadow Lake Towne Center,Papillion,Nebraska,68046-4805,-96.04808875,41.15186088,Nebraska,68046,4891,,"32,242",436,168,21%,12748,6721,44382,10229,427,779,2355
Neon Groundhog Brewery - Majestic Oak Winery,micro,13554 Mohler Rd,Grand Rapids,Ohio,43522-9648,-83.85068662,41.41884724,Ohio,43522,4893,,"3,249",43,17,21%,1275,667,39293,1347,61,101,377
Nepenthe Homebrew & Brewery,planning,,Baltimore,Maryland,21211-1900,-76.63349073,39.330952,Maryland,21211,4894,,"17,721","2,211",854,27%,9868,4853,50378,6726,142,312,4045
"Neptunes Brewery, LLC",micro,119 N L St,Livingston,Montana,59047-2819,-110.5624628,45.64863238,Montana,59047,4895,,"13,319",6,2,20%,5000,2648,33193,5481,298,313,2358
Nevadan Brewing Company,planning,,Las Vegas,Nevada,89139-5939,-115.2213784,36.12072836,Nevada,89139,4899,,"44,960","1,543",596,24%,20909,10941,38207,6222,523,784,1944
New Albanian Brewing Co,brewpub,3312 Plaza Dr,New Albany,Indiana,47150-2478,-85.82053382,38.3081119,Indiana,47150,4902,,"49,395",423,163,20%,20111,9989,32109,17268,757,1999,6947
New Barons Brewing Cooperative,planning,,Milwaukee,Wisconsin,53202-2821,-87.89904214,43.04889355,Wisconsin,53202,4906,,"27,897","4,560",1761,27%,13882,7614,44490,12474,110,135,10033
New Belgium - The Woods At The Source,planning,,Denver,Colorado,80216-5021,-104.9819092,39.77983487,Colorado,80216,4907,,"15,915",585,226,29%,7912,4670,37054,3499,225,468,2053
New Braunfels Brewing,micro,180 W Mill St Ste 100,New Braunfels,Texas,78130-5058,-98.11749644,29.6942843,Texas,78130,4912,,"88,349",358,138,21%,35789,18753,37104,27678,1630,2683,9329
New Bremen Brewing Company,planning,,New Bremen,Ohio,45869-1328,-84.38416465,40.44067846,Ohio,45869,4913,,"4,567",48,18,18%,1560,829,43986,1683,15,81,527
New City Brewery,micro,180 Pleasant St Ste 2,Easthampton,Massachusetts,01027-1297,-72.73401271,42.30296186,Massachusetts,1027,4914,,"17,896",169,65,19%,6667,3364,38224,7859,451,626,3415
New Corner Brewing Company,micro,1900 W Mt Pleasant Blvd Ste G,Muncie,Indiana,47302-9566,-85.37932884,40.16994882,Indiana,47302,4915,,"25,704",149,57,18%,9615,4591,23891,9452,870,1861,3202
New Glarus Brewing Co - Riverside,micro,2400 State Hwy 69,New Glarus,Wisconsin,53574,-89.64004167,42.81792757,Wisconsin,53574,4921,,"4,113",36,14,21%,1555,860,40745,1447,70,94,333
FiftyFifty Brewing Co,brewpub,11197 Brockway Rd Spc 1,Truckee,California,96161-3352,-120.1634145,39.32213777,California,96161,2634,INCOMPLETE,,28,11,,,,,,,,
New Holland Brewing Co - Production Facility,regional,690 Commerce Ct,Holland,Michigan,49424-2913,-86.13491282,42.8141924,Michigan,49424,4928,,"47,963",327,126,19%,17480,8935,35420,14553,369,997,4235
New Magnolia Brewing Co,micro,1616 Bevis St,Houston,Texas,77008,-95.41897819,29.79777391,Texas,77008,4931,,"36,631","2,210",853,29%,20956,10803,67788,14048,280,667,6375
New Mexico State University Department Of Chemical,planning,,Las Cruces,New Mexico,88003,-106.743055,32.27460003,New Mexico,88003,4932,,495,373,144,3%,3,13,3901,0,0,0,0
New Paltz Brewing Company,micro,7174 Route 209,Wawarsing,New York,12489,-74.35402978,41.75638202,New York,12489,4935,,267,12,5,5%,16,13,,96,0,0,96
New Planet Beer Co,contract,3980 Broadway St Ste 103 # 116,Boulder,Colorado,80304-1161,-105.2827773,40.04900839,Colorado,80304,4936,,"27,532","1,084",418,21%,11336,5883,52148,9949,405,502,4595
New Realm Brewing,brewpub,550 Somerset Ter NE Unit 101,Atlanta,Georgia,30306-4317,-84.35564815,33.78639779,Georgia,30306,4938,,"25,053","2,095",809,26%,13261,6600,72373,9970,62,543,5389
New Realm Brewing,planning,,Charlotte,North Carolina,28203,-80.85162754,35.20717138,North Carolina,28203,4939,,"18,572","2,140",826,28%,10232,5183,64302,7771,47,101,5926
New Realm Brewing,planning,,Virginia Beach,Virginia,23454,-76.02380502,36.82926648,Virginia,23454,4940,,"58,665",995,384,20%,23842,11976,42497,17756,831,1801,5799
FiftyFifty Brewing Production Facility,micro,10434 River Park Pl,Truckee,California,96161-5905,-120.1931724,39.32253237,California,96161,2635,INCOMPLETE,,28,11,,,,,,,,
New River Brewing,micro,9211 NC Hwy 194 N Unit A,Lansing,North Carolina,28643,-81.51767325,36.52008226,North Carolina,28643,4942,,"3,233",23,9,27%,1457,885,26796,1618,149,98,399
New Trail Brewing Company,micro,240 Arch St Bldg 18,Williamsport,Pennsylvania,17701-7810,-76.99226881,41.26343257,Pennsylvania,17701,4947,,"43,197",171,66,19%,15505,8073,26471,15583,880,1801,6718
Next Trick Brewing LLC,brewpub,2370 US Route 5,West Burke,Vermont,05871-,-71.9640327,44.70157642,Vermont,5871,4957,,"1,540",14,5,16%,449,248,29464,540,10,33,176
Nexus Brewery,brewpub,4730 Pan American Fwy NE Ste D,Albuquerque,New Mexico,87109-2204,-106.5758781,35.14328458,New Mexico,87109,4958,,"40,740","1,557",601,18%,14886,7274,31575,13369,536,1509,6557
Night Shift Brewing,planning,,Boston,Massachusetts,2114,-71.06663257,42.36066108,Massachusetts,2114,4961,,"14,469","11,669",4505,33%,8544,4716,77476,6112,17,106,4259
Nimble Hill Brewing Co,micro,3971 SR 6,Tunkhannock,Pennsylvania,18657,-75.95113499,41.53585214,Pennsylvania,18657,4965,,"10,793",37,14,19%,4030,2065,32294,4374,187,530,1375
Nivol Brewing,micro,483 N Richard Jackson Blvd,Panama City Beach,Florida,32407-3647,-85.80754832,30.19178238,Florida,32407,4972,,"14,366",372,143,22%,6354,3218,34056,5043,154,585,1743
NLand Brewing Company,micro,4836 Hwy 71 E,del Valle,Texas,78617-3217,-97.60936387,30.16073183,Texas,78617,4973,,"28,832",173,67,27%,13544,7761,32155,2854,94,517,547
Tahoe Mountain Brewing Company,closed,10990 Industrial Way Ste B104,Truckee,California,96161-0258,-120.189448,39.32653386,California,96161,6821,INCOMPLETE,,28,11,,,,,,,,
No Worries Brewing Company,micro,2520 State St,Hamden,Connecticut,06517-3004,-72.90989908,41.34950453,Connecticut,6517,4978,,"14,954","1,115",430,18%,5393,2678,39431,3585,99,254,1355
Felicia's Atomic Brewhouse and Bakery,brewpub,45 E Main St,Trumansburg,New York,14886,-76.65512,42.539886,New York,14886,2600,INCOMPLETE,,34,13,,,,,,,,
Noble Stein Brewing Co.,micro,1170-G Wayne Avenue,Indiana,Pennsylvania,15701,-79.16216687,40.62597724,Pennsylvania,15701,4987,,"30,269",105,41,19%,10022,5788,25551,11681,466,885,5565
NOBO Brewing Company,micro,2901 Commerce Park Dr,Boynton Beach,Florida,33426-8728,-80.08596614,26.54802381,Florida,33426,4988,,"25,155","1,482",572,20%,10167,5010,34505,7159,257,766,3315
Truth Or Consequences Brewing Company,micro,410 N Broadway St,Truth or Consequences,New Mexico,87901-2836,-107.2577549,33.13891919,New Mexico,87901,7325,INCOMPLETE,,2,1,,,,,,,,
Noon Whistle Brewing Company,micro,800 E Roosevelt Rd Ste 3,Lombard,Illinois,60148-4765,-88.01103585,41.86214377,Illinois,60148,4996,,"52,794","1,483",572,21%,21611,11323,44913,16095,497,1583,5521
Bottle Tree Beer Co,contract,10 N Trade St Apt A,Tryon,North Carolina,28782-3476,-82.21443281,35.22004786,North Carolina,28782,1170,INCOMPLETE,,50,19,,,,,,,,
1912 Brewing,micro,2045 N Forbes Blvd Ste 105,Tucson,Arizona,85745-1444,-110.9927505,32.24673727,Arizona,85745,48,INCOMPLETE,,309,119,,,,,,,,
North Country Canning Co,micro,111 Arrowhead Dr Ste B,Slippery Rock,Pennsylvania,16057-2667,-80.0483077,41.04970828,Pennsylvania,16057,5009,,"14,327",62,24,14%,3831,1941,16002,4271,207,418,1904
North Fork Brewing Company,planning,,Riverhead,New York,11901-4615,-72.65318167,40.93482282,New York,11901,5012,,"30,936",222,86,24%,11609,7385,33879,8417,326,640,3221
Barrio Brewing Co,micro,800 E 16th St,Tucson,Arizona,85719-6603,-110.959665,32.214613,Arizona,85719,660,INCOMPLETE,,"2,323",897,,,,,,,,
Northern Harvest Brewing Company,planning,,Moriah,New York,12960-2306,-73.50530315,44.03989224,New York,12960,5027,,"1,009",15,6,14%,212,141,34265,483,0,20,175
Northern Outer Banks Brewing Company,micro,520 Old Stoney Rd,Corolla,North Carolina,27927,-75.82026346,36.34820706,North Carolina,27927,5030,,"1,457",18,7,16%,400,239,43549,589,20,25,194
Corbett Brewing Company,micro,309 E 7th St,Tucson,Arizona,85705,-110.96679,32.22634085,Arizona,85705,1880,INCOMPLETE,,"1,579",610,,,,,,,,
Northville Winery and Brewery,micro,630 Old Baseline Rd,Northville,Michigan,48167,-83.53847563,42.43160475,Michigan,48167,5035,,"25,071",460,178,17%,8523,4226,52972,8573,424,536,3512
Northwest Passage Craft Brewery,micro,,Vancouver,Washington,98661,-122.6245527,45.64594262,Washington,98661,5037,,"48,983","1,765",681,22%,20608,10959,34728,15837,900,2468,6687
Northwoods Brewing Co,planning,,Northwood,New Hampshire,3261,-71.21618874,43.21426137,New Hampshire,3261,5040,,"4,685",63,24,20%,1634,932,36882,1668,89,121,324
Nosdunk Brewing Company,closed,,Walla Walla,Washington,99362-9311,-118.3178554,46.06480625,Washington,99362,5044,,"43,249",54,21,21%,15614,8916,30795,13973,513,1189,5464
Nostrum Brewing,planning,,Alexandria,Virginia,22303-2214,-77.0813111,38.79214874,Virginia,22303,5045,,"16,109","3,300",1274,30%,8985,4831,65716,5079,96,288,2885
Crooked Tooth Brewing Co.,micro,228 E 6th St,Tucson,Arizona,85705-8424,-110.9677332,32.22762302,Arizona,85705,1981,INCOMPLETE,,"1,579",610,,,,,,,,
Nuts and Bolts Brewing,micro,10 Westpoint Ln Bldg 10 Ste 204,Biddeford,Maine,4005,-70.46238526,43.48244421,Maine,4005,5056,,"24,581",197,76,22%,9983,5349,30547,9446,351,1265,4027
O.H.S.O. Brewery,brewpub,10810 N Tatum Blvd Ste 126,Phoenix,Arizona,85028-6057,-112.0100973,33.58413463,Arizona,85028,5057,,"19,888","1,022",395,15%,5952,2982,51962,6830,232,358,2161
O'Dempsey's Brewing Co,contract,"205 Grosvenor Place, Nw",Atlanta,Georgia,30328,-84.38310549,33.93354811,Georgia,30328,5061,,"40,322","1,130",436,21%,17145,8406,58480,12049,140,824,5778
O'Neil & Sons Brewing Company,micro,502 Half League Rd Unit A,Port Lavaca,Texas,77979-,-96.62233968,28.61820573,Texas,77979,5065,,"16,782",19,7,20%,6046,3275,31644,4522,174,531,1245
Oak and Dagger Public House,brewpub,18 Seaboard Ave Ste 150,Raleigh,North Carolina,27604-8010,-78.58510665,35.81804141,North Carolina,27604,5068,,"46,076",905,350,23%,21678,10772,37988,9219,394,535,4366
Oak Cliff Brewing Co,planning,,Dallas,Texas,75224-1305,-96.83790948,32.71168042,Texas,75224,5069,,"33,766","2,446",945,21%,13681,6988,27200,5684,801,889,1358
Oak Creek Brewery & Grill,brewpub,336 State Route 179 Ste D201,Sedona,Arizona,86336-6183,-111.7857767,34.86006376,Arizona,86336,5070,,"11,125",21,8,14%,3164,1613,34469,4960,131,279,2297
Oak Creek Brewing Co,brewpub,2050 Yavapai Dr Ste 2C,Sedona,Arizona,86336-4559,-111.7857767,34.86006376,Arizona,86336,5071,,"11,125",21,8,14%,3164,1613,34469,4960,131,279,2297
Oak Highlands Brewery,micro,10484 Brockwood Rd,Dallas,Texas,75238-1640,-96.75278555,32.87517184,Texas,75238,5073,,"32,801","1,874",724,22%,13929,7302,41556,8217,137,724,2555
Oak Pond Brewing Co,micro,101 Oak Pond Rd,Skowhegan,Maine,04976-4602,-69.69876922,44.78000998,Maine,4976,5077,,"9,937",39,15,19%,3748,1895,28876,4155,213,550,1523
Oak Road Brewery,micro,108 E 3rd North St Ste C,Summerville,South Carolina,29483-6810,-80.18349805,33.03664779,South Carolina,29483,5078,,"56,778",404,156,18%,21613,10455,34438,15223,635,1517,4190
Oaken Barrel Brewing Co,brewpub,50 Airport Pkwy Ste L,Greenwood,Indiana,46143-1438,-86.13214276,39.59735471,Indiana,46143,5080,,"62,618",447,173,19%,23352,12056,42687,19030,1100,2126,5673
Oakenbrau,planning,,Milwaukie,Oregon,97267-3838,-122.6134456,45.40797628,Oregon,97267,5081,,"31,851","1,701",657,20%,12382,6279,37812,11450,284,1010,3963
Oaklyn Springs Brewery,planning,,Fuquay Varina,North Carolina,27526-5499,-78.78372716,35.59073183,North Carolina,27526,5083,,"56,089",216,83,20%,22711,11373,39509,16031,518,1173,3982
Oasis Brewery,micro,3257 N Lowell Blvd,Denver,Colorado,80211,-105.0203205,39.76665586,Colorado,80211,5085,,"37,940","3,107",1200,31%,22625,11744,57369,14471,401,821,8871
Obscurity,planning,,Elburn,Illinois,60119-7012,-88.45849916,41.88518146,Illinois,60119,5092,,"10,905",84,32,17%,3511,1858,53406,3918,325,361,748
Ocean View Community Brewing Co.,planning,,Norfolk,Virginia,23503-4838,-76.25052789,36.94257053,Virginia,23503,5098,,"31,932","2,355",909,24%,14375,7557,34749,9298,506,817,4062
Dillinger Brewing Company,micro,3895 N Oracle Rd,Tucson,Arizona,85705-3228,-110.9785303,32.2997436,Arizona,85705,2183,INCOMPLETE,,"1,579",610,,,,,,,,
Oconee Brewing Company,micro,202 N West St,Greensboro,Georgia,30642-1124,-83.19994264,33.52564782,Georgia,30642,5104,,"14,121",29,11,13%,3731,1801,31068,4079,49,266,1193
Odd Alewives Farm Brewery,micro,99 Old Rte One,Waldoboro,Maine,4572,-69.37513668,44.10198961,Maine,4572,5107,,"5,154",28,11,18%,1549,940,30570,2558,70,271,1375
Odd Side Ales,micro,41 Washington Ave Ste 160,Grand Haven,Michigan,49417-1392,-86.1770093,43.02929497,Michigan,49417,5111,,"32,406",270,104,19%,12162,6298,35940,12523,577,1183,3679
Odd13 Production Facility,micro,505 Stacy Ct Ste D,Lafayette,Colorado,80026,-105.106057,39.99595433,Colorado,80026,5114,,"32,318",559,216,22%,13940,7202,52624,11847,721,935,4435
OddPitch Brewing Co.,planning,,Missoula,Montana,59801-4473,-114.0132266,46.85717708,Montana,59801,5116,,"30,629","1,547",597,24%,14009,7222,27738,13462,448,1142,8285
Oddstory Brewing Co,micro,336 E Mlk,Chattanooga,Tennessee,37403-4121,-85.29885442,35.04507284,Tennessee,37403,5117,,"5,666","1,688",652,21%,1602,1178,8082,1279,7,6,1026
Oddwood Ales,brewpub,3108 Manor Rd,Austin,Texas,78723-5719,-97.69198734,30.30132865,Texas,78723,5118,,"34,522","1,975",763,30%,18892,10312,40129,8987,289,920,3891
Odyssey Beerwerks,micro,5535 W 56th Ave Ste 107,Arvada,Colorado,80002-2806,-105.0810165,39.79494192,Colorado,80002,5122,,"20,267","1,172",453,25%,9449,4969,45767,8157,399,739,3969
OEC Brewing,micro,7 Fox Hollow Rd,Oxford,Connecticut,06478-3162,-73.13262912,41.42572762,Connecticut,6478,5123,,"12,689",150,58,20%,4305,2486,56609,4451,157,186,977
Dragoon Brewing Co,micro,1859 W Grant Rd Ste 111,Tucson,Arizona,85745-1214,-111.0054521,32.25049461,Arizona,85745,2277,INCOMPLETE,,309,119,,,,,,,,
Off The Cuff Brewing Company,planning,,West Brookfield,Massachusetts,01585-6023,-72.14960804,42.22883032,Massachusetts,1585,5128,,"4,899",67,26,21%,1892,1049,33682,1962,65,133,706
Ogres Brewing,micro,7693 Cultus Bay Rd Ste 1,Clinton,Washington,98236-9432,-122.3837943,47.97540066,Washington,98236,5139,,"6,157",104,40,18%,2064,1121,37785,2386,78,138,779
Ol' Shed Brewing Company,planning,,Mathis,Texas,78368-1738,-97.83217152,28.07099229,Texas,78368,5147,,"8,726",16,6,19%,2777,1638,24425,2976,300,266,1131
Public Brewhouse,micro,209 N Hoff Ave,Tucson,Arizona,85705-8537,-110.9648848,32.22401718,Arizona,85705,5626,INCOMPLETE,,"1,579",610,,,,,,,,
Old Bust Head Brewing Co.,micro,7134 Lineweaver Rd,Warrenton,Virginia,20187-3949,-77.73866037,38.73593345,Virginia,20187,5157,,"18,888",145,56,20%,7176,3695,61586,5583,201,456,1084
Old Coast Ales,micro,300 Anastasia Blvd Ste C,Saint Augustine,Florida,32080-4759,-81.27490383,29.83609699,Florida,32080,5158,,"21,889",516,199,15%,5762,3185,40217,9237,64,548,3590
Old Colony Brewing,micro,605 Bedford St Unit 1,Whitman,Massachusetts,02382-2088,-70.93076015,42.07924919,Massachusetts,2382,5159,,"15,121",841,325,21%,5953,3167,43747,5230,232,672,1589
Old Colorado Brewing Co,micro,8121 First St.,Wellington,Colorado,80549,-105.002154,40.70867347,Colorado,80549,5160,,"13,530",28,11,24%,5924,3211,46175,4632,291,395,1179
The Address Brewing / 1702 Beer & Pizza,micro,1702 E Speedway Blvd,Tucson,Arizona,85719-4515,-110.9465853,32.23567665,Arizona,85719,6919,INCOMPLETE,,"2,323",897,,,,,,,,
Old Forge Brewing Co,micro,401 Railroad St Ste 104,Danville,Pennsylvania,17821-1593,-76.61816124,40.97390581,Pennsylvania,17821,5166,,"18,663",54,21,19%,6819,3464,34300,7180,353,595,2474
Old House Vineyards,micro,18351 Corkys Ln,Culpeper,Virginia,22701,-78.01320527,38.46816611,Virginia,22701,5170,,"37,411",79,31,18%,13765,6888,40064,9307,371,1164,2479
Old Ivy Brewery and Taproom,brewpub,108 W Evergreen Blvd Ste A,Vancouver,Washington,98660-3124,-122.6795128,45.64207832,Washington,98660,5172,,"12,735",327,126,28%,6127,3617,33875,5034,124,370,2855
Old Klaverack Brewery,micro,150 Thielman Rd,Hudson,New York,12534-3716,-73.76163457,42.24318506,New York,12534,5174,,"17,539",79,31,21%,6946,3711,32624,6285,238,704,2649
Old Mill Craft Beer,micro,2376 State Route 850,Bidwell,Ohio,45614-9590,-82.28393844,38.91205558,Ohio,45614,5180,,"4,800",27,10,19%,1571,914,28263,1425,83,165,395
Iron John's Brewing Company,micro,245 S Plumer Ave Ste 27,Tucson,Arizona,85719-6348,-110.9496933,32.26588414,Arizona,85719,3773,INCOMPLETE,,"2,323",897,,,,,,,,
