NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant,City,State
"Revere city, Massachusetts",25,56585,59075,27691,31384,41.8,41.9,41.6,44824.0,5045.0,7721.0,6503.0,4923.0,6627.0,11844.0,66742.0,89828.0,28829.0,38955,121502.0,20254,19399,23552,21171,2381,Revere,Massachusetts
"Salem city, Massachusetts",25,59105,44824,20850,23974,42.3,37.6,45.1,28670.0,1918.0,4497.0,4648.0,3503.0,2971.0,35015.0,62474.0,103771.0,44458.0,42873,17791.0,14022,17269,23216,21298,1918,Salem,Massachusetts
"Saugus CDP, Massachusetts",25,60050,28670,13508,15162,44.1,42.8,46.8,79819.0,10864.0,24751.0,11623.0,7619.0,7233.0,57806.0,88909.0,122917.0,37053.0,46341,50214.0,8981,9250,12910,11844,1066,Saugu,Massachusetts
"Somerville city, Massachusetts",25,62535,79819,39288,40531,33.2,33.6,32.8,154788.0,20122.0,22063.0,19269.0,17132.0,17351.0,9368.0,107651.0,54212.0,32474.0,61556,22994.0,31372,31367,37251,35015,2236,Somerville,Massachusetts
"Springfield city, Massachusetts",25,67000,154788,74700,80088,33.3,29.7,37.1,21805.0,956.0,1851.0,3462.0,2825.0,4025.0,25251.0,42498.0,131890.0,51785.0,33659,55165.0,48230,52836,62032,57806,4226,Springfield,Massachusetts
"Stoneham CDP, Massachusetts",25,67700,21805,10552,11253,44.1,46.9,42.8,59600.0,5014.0,9225.0,9602.0,7167.0,7951.0,12043.0,89851.0,94401.0,47465.0,56655,31165.0,6955,6965,9901,9368,533,Stoneha,Massachusetts
"Taunton city, Massachusetts",25,69170,59600,27507,32093,40.9,39.1,42.5,27108.0,1201.0,2964.0,4420.0,3670.0,5113.0,24344.0,63950.0,155804.0,27480.0,45199,24281.0,18606,22653,27131,25251,1880,Taunton,Massachusetts
"Wakefield CDP, Massachusetts",25,72250,27108,13426,13682,47.0,46.7,48.3,64019.0,13714.0,13488.0,7469.0,5797.0,6349.0,16039.0,113580.0,137549.0,37223.0,71855,33965.0,8807,8889,12526,12043,483,Wakefiel,Massachusetts
"Waltham city, Massachusetts",25,72600,64019,32932,31087,31.2,30.5,32.0,35157.0,3001.0,7487.0,4533.0,4609.0,4336.0,10161.0,104429.0,136113.0,26808.0,52273,24351.0,24500,22796,25461,24344,1117,Waltham,Massachusetts
"Watertown Town city, Massachusetts",25,73440,35157,16833,18324,39.4,39.2,39.5,30182.0,5981.0,987.0,2800.0,3373.0,4712.0,16369.0,111038.0,250001.0,33447.0,64108,49131.0,11953,12537,17243,16039,1204,Watertown Town,Massachusetts
"Wellesley CDP, Massachusetts",25,74210,30182,12911,17271,41.3,44.1,39.8,40582.0,4858.0,6408.0,4260.0,4711.0,5504.0,13683.0,201936.0,77746.0,29511.0,67268,17748.0,7868,10792,10420,10161,259,Wellesle,Massachusetts
"Westfield city, Massachusetts",25,76030,40582,19579,21003,38.6,39.0,38.5,28626.0,1829.0,4484.0,4148.0,4163.0,4811.0,24169.0,64723.0,100684.0,50399.0,40051,17566.0,12713,14180,16822,16369,453,Westfield,Massachusetts
"West Springfield Town city, Massachusetts",25,77890,28626,14458,14168,43.6,43.0,43.9,57672.0,4933.0,9163.0,6961.0,8003.0,9252.0,7505.0,71689.0,116117.0,52199.0,50412,34767.0,10754,8786,14249,13683,566,West Springfield Town,Massachusetts
"Weymouth Town city, Massachusetts",25,78972,57672,27822,29850,42.0,39.0,46.2,22226.0,1506.0,1551.0,3673.0,3202.0,4292.0,7833.0,89832.0,169657.0,52181.0,50990,171081.0,19325,19839,25286,24169,1117,Weymouth Town,Massachusetts
"Wilmington CDP, Massachusetts",25,80195,22226,11976,10250,42.7,41.4,44.0,22809.0,1348.0,1211.0,3314.0,4111.0,3062.0,16912.0,157528.0,250001.0,38112.0,74232,17898.0,8131,6722,7546,7505,41,Wilmingto,Massachusetts
"Winchester CDP, Massachusetts",25,80545,22809,10899,11910,43.3,43.2,43.5,41055.0,4129.0,5733.0,4877.0,6070.0,6024.0,76065.0,223018.0,148417.0,32685.0,101997,21319.0,6441,7338,8126,7833,293,Wincheste,Massachusetts
"Woburn city, Massachusetts",25,81035,41055,19888,21167,40.7,43.8,39.4,205917.0,32930.0,35282.0,25776.0,22724.0,23749.0,8640.0,93896.0,79379.0,48045.0,54668,24435.0,13580,14306,17875,16912,963,Woburn,Massachusetts
"Worcester city, Massachusetts",25,82000,205917,99262,106655,33.6,33.2,33.9,22300.0,3231.0,3316.0,2902.0,1607.0,2615.0,8235.0,63194.0,58405.0,36274.0,36125,107211.0,70872,74260,82375,76065,6310,Worcester,Massachusetts
"Adrian city, Michigan",26,440,22300,10552,11748,33.8,29.7,37.7,25961.0,12264.0,2546.0,1907.0,810.0,1181.0,12811.0,38415.0,78006.0,52970.0,23897,22523.0,6952,7207,9446,8640,806,Adrian,Michigan
"Allendale CDP, Michigan",26,1340,25961,11745,14216,21.5,23.0,21.0,28224.0,1582.0,3629.0,2741.0,4280.0,5140.0,51238.0,51069.0,82801.0,34080.0,11219,41684.0,8362,10974,8700,8235,465,Allendal,Michigan
"Allen Park city, Michigan",26,1380,28224,13323,14901,49.2,47.7,49.6,121541.0,36398.0,21494.0,12988.0,8562.0,9924.0,11558.0,66022.0,117567.0,41781.0,46825,27789.0,8542,9827,13376,12811,565,Allen Park,Michigan
"Ann Arbor city, Michigan",26,3000,121541,59341,62200,28.2,28.0,28.4,24681.0,3362.0,5732.0,2858.0,4075.0,2447.0,22024.0,68864.0,102500.0,73545.0,32487,17292.0,45147,45614,54874,51238,3636,Ann Arbor,Michigan
"Auburn Hills city, Michigan",26,4105,24681,13122,11559,37.4,35.0,40.3,52346.0,5170.0,6943.0,7382.0,6776.0,6500.0,16024.0,72630.0,63441.0,20097.0,40268,23038.0,9907,9153,12589,11558,1031,Auburn Hills,Michigan
"Battle Creek city, Michigan",26,5920,52346,25006,27340,37.7,39.3,37.2,32401.0,3127.0,4625.0,3663.0,4007.0,4398.0,9314.0,44899.0,61470.0,43422.0,33224,82553.0,17451,16924,24154,22024,2130,Battle Creek,Michigan
"Bay City city, Michigan",26,6020,32401,15746,16655,43.4,44.6,41.6,21274.0,1429.0,1520.0,3187.0,2894.0,3221.0,11866.0,44447.0,216367.0,39601.0,30130,48696.0,10473,10153,17150,16024,1126,Bay City,Michigan
"Birmingham city, Michigan",26,8640,21274,9957,11317,44.0,45.7,41.7,29509.0,2323.0,4559.0,3208.0,2999.0,3271.0,35209.0,147078.0,54550.0,42407.0,68730,491793.0,6118,7182,10369,9314,1055,Birmingham,Michigan
"Burton city, Michigan",26,12060,29509,14468,15041,37.0,36.3,38.0,108419.0,10955.0,16951.0,12355.0,12938.0,12276.0,21828.0,52860.0,65832.0,39553.0,30365,41792.0,8647,8381,12728,11866,862,Burton,Michigan
"Dearborn city, Michigan",26,21000,108419,54284,54135,32.6,31.4,34.2,62445.0,6053.0,9677.0,6113.0,8612.0,7755.0,251729.0,61079.0,61259.0,41070.0,35825,26227.0,35150,34635,38133,35209,2924,Dearborn,Michigan
"Dearborn Heights city, Michigan",26,21020,62445,32104,30341,33.5,32.8,35.8,632589.0,55879.0,100078.0,74497.0,74006.0,76501.0,14975.0,54863.0,42577.0,55171.0,33558,70646.0,21363,19451,22526,21828,698,Dearborn Heights,Michigan
"Detroit city, Michigan",26,22000,632589,301928,330661,35.3,34.1,36.5,46927.0,24415.0,5197.0,3646.0,2605.0,1938.0,13348.0,36140.0,109949.0,52260.0,28440,17466.0,188884,208980,322906,251729,71177,Detroit,Michigan
"East Lansing city, Michigan",26,24120,46927,24690,22237,21.3,21.5,21.0,34032.0,2645.0,4882.0,4538.0,3588.0,5071.0,35224.0,43995.0,59545.0,36276.0,10882,63236.0,20498,17772,16312,14975,1337,East Lansing,Michigan
"Eastpointe city, Michigan",26,24290,34032,17096,16936,35.6,35.8,35.5,83289.0,6643.0,14956.0,9946.0,9564.0,11641.0,10845.0,47948.0,111458.0,39083.0,33635,21502.0,11491,10393,14155,13348,807,Eastpointe,Michigan
"Farmington Hills city, Michigan",26,27440,83289,40908,42381,40.5,38.0,42.4,19469.0,1129.0,5457.0,2472.0,2562.0,2576.0,32837.0,95960.0,79801.0,39945.0,50377,21565.0,27896,27334,36496,35224,1272,Farmington Hills,Michigan
"Ferndale city, Michigan",26,27880,19469,9032,10437,38.4,39.0,37.0,80628.0,7583.0,10986.0,10532.0,10087.0,11317.0,9459.0,73077.0,50430.0,38816.0,46186,159622.0,6772,7575,10845,10845,0,Ferndale,Michigan
"Flint city, Michigan",26,29000,80628,40831,39797,36.9,36.3,38.1,28195.0,1728.0,2081.0,4100.0,4527.0,3524.0,10390.0,37102.0,145797.0,37813.0,26329,18170.0,27693,25027,41139,32837,8302,Flint,Michigan
"Forest Hills CDP, Michigan",26,29580,28195,13973,14222,39.7,40.2,38.8,26975.0,1965.0,5235.0,3373.0,3109.0,3319.0,79486.0,132104.0,72638.0,27590.0,76291,29129.0,8265,8927,10422,9459,963,Forest Hill,Michigan
"Garden City city, Michigan",26,31420,26975,12818,14157,35.8,35.1,36.9,197423.0,23340.0,41160.0,25823.0,19184.0,20735.0,7123.0,64851.0,74569.0,53676.0,38976,20128.0,8560,8793,10414,10390,24,Garden City,Michigan
"Grand Rapids city, Michigan",26,34000,197423,97607,99816,32.8,32.3,33.4,28003.0,2426.0,4712.0,3605.0,2460.0,2157.0,12779.0,59596.0,42949.0,53594.0,35059,19255.0,67022,67548,85623,79486,6137,Grand Rapids,Michigan
"Hamtramck city, Michigan",26,36280,28003,15190,12813,28.5,25.3,30.1,34342.0,7043.0,5024.0,3026.0,4322.0,2626.0,9702.0,40690.0,79955.0,39776.0,30631,23083.0,8569,7365,8077,7123,954,Hamtramck,Michigan
"Holland city, Michigan",26,38640,34342,15957,18385,32.5,33.2,30.9,25804.0,1848.0,2965.0,3822.0,3466.0,3599.0,9017.0,64495.0,89718.0,56959.0,30110,60120.0,11375,11941,13798,12779,1019,Holland,Michigan
"Holt CDP, Michigan",26,38780,25804,12226,13578,37.5,37.6,37.5,25722.0,1978.0,5595.0,2729.0,3387.0,2133.0,12283.0,72281.0,45489.0,47795.0,45282,42372.0,8087,8502,9942,9702,240,Hol,Michigan
"Inkster city, Michigan",26,40680,25722,12026,13696,31.3,29.3,33.8,31346.0,2990.0,5501.0,4125.0,3131.0,3114.0,29853.0,38928.0,49497.0,44762.0,31439,92536.0,7275,8849,10258,9017,1241,Inkster,Michigan
"Jackson city, Michigan",26,41420,31346,14152,17194,31.9,31.0,32.6,73255.0,20697.0,11983.0,8179.0,5970.0,5529.0,21152.0,34989.0,59445.0,43383.0,26435,30390.0,9445,10573,14070,12283,1787,Jackson,Michigan
"Kalamazoo city, Michigan",26,42160,73255,36232,37023,25.8,26.2,25.5,54144.0,4194.0,10940.0,7322.0,5000.0,6573.0,50590.0,40227.0,77353.0,53542.0,21933,79492.0,26401,26974,33160,29853,3307,Kalamazoo,Michigan
"Kentwood city, Michigan",26,42820,54144,26768,27376,33.9,32.1,35.8,111833.0,16096.0,19314.0,15474.0,10538.0,13392.0,13935.0,68829.0,61453.0,49969.0,35660,24889.0,17825,17598,22502,21152,1350,Kentwood,Michigan
"Lansing city, Michigan",26,46000,111833,53781,58052,34.5,34.2,34.7,39642.0,3311.0,6413.0,4528.0,5207.0,5005.0,38329.0,48818.0,62494.0,54884.0,32427,18785.0,36655,40424,55557,50590,4967,Lansing,Michigan
"Lincoln Park city, Michigan",26,47800,39642,20490,19152,34.4,34.0,35.1,94407.0,5115.0,13249.0,9750.0,12172.0,15115.0,13123.0,51328.0,107670.0,47396.0,31124,35016.0,13474,12094,14304,13935,369,Lincoln Park,Michigan
"Livonia city, Michigan",26,49000,94407,45324,49083,47.3,45.4,49.5,28226.0,2170.0,5104.0,2448.0,4139.0,4366.0,8762.0,87332.0,83578.0,46290.0,50330,16039.0,29038,28398,39344,38329,1015,Livonia,Michigan
"Madison Heights city, Michigan",26,50560,28226,13473,14753,46.0,45.1,47.4,20565.0,5770.0,2831.0,2199.0,1600.0,2153.0,18919.0,63885.0,79462.0,51980.0,42973,21406.0,9582,9168,14218,13123,1095,Madison Heights,Michigan
"Marquette city, Michigan",26,51900,20565,10944,9621,33.5,31.8,34.4,42310.0,4003.0,5819.0,6082.0,4265.0,5987.0,8328.0,45977.0,92056.0,59664.0,20583,30913.0,7977,6865,9656,8762,894,Marquette,Michigan
"Midland city, Michigan",26,53780,42310,21531,20779,38.4,37.5,39.7,19364.0,2045.0,2507.0,2011.0,2370.0,3107.0,9232.0,67340.0,62368.0,49129.0,45328,19841.0,14510,13015,19380,18919,461,Midland,Michigan
"Monroe city, Michigan",26,55020,19364,8745,10619,41.5,39.5,43.4,23563.0,9128.0,3360.0,3202.0,1599.0,1524.0,14935.0,42371.0,60093.0,39084.0,27781,53458.0,5975,6558,8647,8328,319,Monroe,Michigan
"Mount Pleasant city, Michigan",26,56020,23563,11488,12075,25.7,25.9,25.6,37548.0,4392.0,7485.0,4197.0,3727.0,4459.0,9526.0,45421.0,45252.0,55813.0,14922,23864.0,9375,9759,9739,9232,507,Mount Pleasant,Michigan
"Muskegon city, Michigan",26,56320,37548,19846,17702,34.9,35.4,34.3,25183.0,1455.0,2325.0,3268.0,2929.0,3297.0,28217.0,40468.0,67229.0,59446.0,30574,19812.0,13324,11246,17382,14935,2447,Muskegon,Michigan
"Norton Shores city, Michigan",26,59140,25183,12668,12515,42.5,40.8,45.0,66575.0,5081.0,6839.0,10333.0,10116.0,9108.0,12819.0,63938.0,129781.0,54153.0,40346,47852.0,7071,6786,10493,9526,967,Norton Shores,Michigan
"Novi city, Michigan",26,59440,66575,31127,35448,42.6,43.2,41.5,29320.0,2173.0,4706.0,3100.0,4868.0,4468.0,9433.0,104597.0,76548.0,45084.0,68616,39875.0,21038,21907,30844,28217,2627,Novi,Michigan
"Oak Park city, Michigan",26,59920,29320,12504,16816,40.5,35.9,46.2,26672.0,4212.0,2646.0,3976.0,2664.0,1732.0,25176.0,70610.0,110933.0,37913.0,50448,24135.0,8356,11423,13158,12819,339,Oak Park,Michigan
"Okemos CDP, Michigan",26,60340,26672,11966,14706,31.3,29.5,33.7,60973.0,6592.0,10667.0,7787.0,6358.0,7684.0,19969.0,83680.0,36588.0,61962.0,44234,61206.0,7581,8308,10503,9433,1070,Okemo,Michigan
"Pontiac city, Michigan",26,65440,60973,29403,31570,33.0,32.7,34.3,48855.0,6317.0,7154.0,5655.0,5271.0,6354.0,13135.0,36998.0,84850.0,51315.0,24161,18428.0,20168,20670,26994,25176,1818,Pontiac,Michigan
"Portage city, Michigan",26,65560,48855,24682,24173,36.6,34.5,38.7,28827.0,2190.0,3922.0,3167.0,4733.0,4052.0,28831.0,70625.0,51885.0,42500.0,37636,39048.0,16835,15043,21272,19969,1303,Portage,Michigan
"Port Huron city, Michigan",26,65820,28827,14936,13891,43.4,41.4,48.0,76021.0,7219.0,9067.0,10998.0,10212.0,9810.0,9510.0,45827.0,129108.0,67866.0,31601,50016.0,9841,9122,14530,13135,1395,Port Huron,Michigan
"Rochester Hills city, Michigan",26,69035,76021,39135,36886,38.7,37.4,39.8,25098.0,1991.0,2738.0,4153.0,1778.0,4327.0,21203.0,103023.0,70828.0,62181.0,61068,32770.0,25822,24086,30934,28831,2103,Rochester Hills,Michigan
"Romulus city, Michigan",26,69420,25098,12024,13074,38.5,33.3,39.1,47150.0,3662.0,8183.0,5299.0,7016.0,5671.0,28922.0,60156.0,64605.0,50329.0,37112,50660.0,7620,7690,10573,9510,1063,Romulus,Michigan
"Roseville city, Michigan",26,69800,47150,23364,23786,38.3,37.6,40.2,57958.0,5345.0,13102.0,8285.0,7244.0,6241.0,18376.0,53632.0,114602.0,76875.0,35019,63261.0,15645,15779,22384,21203,1181,Roseville,Michigan
"Royal Oak city, Michigan",26,70040,57958,29848,28110,36.8,34.7,39.3,43842.0,3522.0,6776.0,6354.0,3575.0,4745.0,27921.0,89706.0,34679.0,46238.0,61334,24803.0,21126,20079,30687,28922,1765,Royal Oak,Michigan
"Saginaw city, Michigan",26,70520,43842,20456,23386,34.6,34.6,34.7,58206.0,3086.0,8738.0,6988.0,6073.0,10374.0,35649.0,28011.0,87624.0,41689.0,20977,109930.0,12742,13045,20972,18376,2596,Saginaw,Michigan
"St. Clair Shores city, Michigan",26,70760,58206,28369,29837,48.9,46.8,51.0,75901.0,6313.0,8230.0,9451.0,8377.0,10336.0,12563.0,64293.0,75342.0,68574.0,43900,47308.0,18077,18039,28720,27921,799,St. Clair Shores,Michigan
"Southfield city, Michigan",26,74900,75901,35395,40506,44.7,38.5,50.1,29887.0,2763.0,4552.0,3336.0,3796.0,3515.0,51805.0,55463.0,64802.0,42562.0,39353,71415.0,21080,23210,37514,35649,1865,Southfield,Michigan
"Southgate city, Michigan",26,74960,29887,14726,15161,42.4,39.2,44.7,133256.0,10481.0,19778.0,13939.0,17168.0,18281.0,23020.0,52447.0,80730.0,52357.0,38900,20382.0,9730,8766,13095,12563,532,Southgate,Michigan
"Sterling Heights city, Michigan",26,76460,133256,65434,67822,41.6,39.3,44.0,62570.0,5437.0,8330.0,6443.0,8245.0,7918.0,33822.0,69104.0,57662.0,64254.0,37270,115283.0,40703,42140,53932,51805,2127,Sterling Heights,Michigan
"Taylor city, Michigan",26,79000,62570,30617,31953,35.8,36.4,35.5,86837.0,7649.0,9124.0,10047.0,14023.0,10891.0,10301.0,53524.0,125907.0,40885.0,37412,21700.0,19337,18753,24405,23020,1385,Taylor,Michigan
"Troy city, Michigan",26,80700,86837,43839,42998,43.9,41.7,45.7,25162.0,2825.0,4848.0,3460.0,2913.0,3011.0,57632.0,98170.0,73695.0,43659.0,61093,70827.0,28278,25990,34953,33822,1131,Troy,Michigan
"Walker city, Michigan",26,82960,25162,13813,11349,31.6,36.1,30.4,138142.0,9047.0,24675.0,17305.0,16762.0,19811.0,12147.0,68033.0,71694.0,36979.0,34520,21147.0,9532,7980,10500,10301,199,Walker,Michigan
"Warren city, Michigan",26,84000,138142,67133,71009,40.9,39.9,41.7,25347.0,2084.0,4384.0,3062.0,2704.0,3627.0,37870.0,60042.0,84873.0,40239.0,35769,56718.0,44959,45369,60142,57632,2510,Warren,Michigan
"Waverly CDP, Michigan",26,84800,25347,10746,14601,40.5,40.5,40.2,84528.0,6676.0,12773.0,11369.0,11273.0,12458.0,12881.0,57915.0,76205.0,44307.0,39348,17620.0,6640,9624,12603,12147,456,Waverl,Michigan
"Westland city, Michigan",26,86000,84528,40458,44070,41.9,38.7,44.8,24678.0,2076.0,3634.0,2666.0,3106.0,3732.0,28253.0,56191.0,74138.0,32450.0,40042,26394.0,27615,28586,39435,37870,1565,Westland,Michigan
"Wyandotte city, Michigan",26,88900,24678,12475,12203,45.1,44.6,45.7,76747.0,6527.0,12228.0,9177.0,9467.0,8031.0,8601.0,56391.0,74616.0,59145.0,40998,43709.0,7666,7957,13599,12881,718,Wyandotte,Michigan
"Wyoming city, Michigan",26,88940,76747,38284,38463,31.8,30.9,33.4,21169.0,5434.0,3364.0,3145.0,1591.0,1400.0,11291.0,61583.0,46880.0,74481.0,35201,20491.0,24331,23248,29880,28253,1627,Wyoming,Michigan
"Ypsilanti city, Michigan",26,89140,21169,11103,10066,28.3,28.9,27.3,32933.0,2933.0,2737.0,3779.0,5110.0,5134.0,22072.0,36613.0,136307.0,61894.0,23132,53128.0,8240,7282,9756,8601,1155,Ypsilanti,Michigan
"Andover city, Minnesota",27,1486,32933,16559,16374,42.8,43.5,42.1,55653.0,3704.0,6644.0,8166.0,6921.0,6639.0,10226.0,128766.0,116396.0,51069.0,57342,73670.0,11099,9989,11446,11291,155,Andover,Minnesota
"Apple Valley city, Minnesota",27,1900,55653,25958,29695,39.4,37.3,40.5,26569.0,2182.0,4574.0,2716.0,2668.0,3516.0,25869.0,86692.0,79378.0,46694.0,46547,22234.0,15631,18219,22328,22072,256,Apple Valley,Minnesota
"Austin city, Minnesota",27,2908,26569,13714,12855,34.2,34.0,36.1,70953.0,5043.0,7656.0,10567.0,9929.0,8124.0,38725.0,56697.0,101043.0,44045.0,40491,64871.0,9017,7253,11080,10226,854,Austin,Minnesota
"Blaine city, Minnesota",27,6382,70953,35257,35696,36.4,36.4,36.3,89308.0,5426.0,12140.0,11631.0,11607.0,10962.0,11338.0,89533.0,99802.0,51559.0,46248,51596.0,21568,22240,26622,25869,753,Blaine,Minnesota
"Bloomington city, Minnesota",27,6616,89308,42854,46454,42.3,39.9,45.6,32882.0,1330.0,4278.0,5189.0,2620.0,3991.0,30074.0,80577.0,67429.0,38572.0,45928,20570.0,26578,27373,41127,38725,2402,Bloomington,Minnesota
"Brooklyn Center city, Minnesota",27,7948,32882,16654,16228,33.7,30.3,35.4,84533.0,4326.0,15162.0,13169.0,9498.0,10890.0,26160.0,62053.0,101311.0,68759.0,36497,21217.0,8061,10245,11562,11338,224,Brooklyn Center,Minnesota
"Brooklyn Park city, Minnesota",27,7966,84533,41729,42804,35.5,33.1,36.5,63945.0,5901.0,10325.0,8370.0,6055.0,8227.0,9719.0,74807.0,96126.0,50085.0,42675,20996.0,27722,27505,30705,30074,631,Brooklyn Park,Minnesota
"Burnsville city, Minnesota",27,8794,63945,30443,33502,36.4,35.9,37.5,27463.0,1933.0,2268.0,4011.0,2817.0,4523.0,9680.0,72166.0,128578.0,41981.0,44644,18400.0,20658,20188,26958,26160,798,Burnsville,Minnesota
"Champlin city, Minnesota",27,10846,27463,12013,15450,39.6,41.7,36.7,26036.0,2111.0,2256.0,3362.0,3292.0,4861.0,10883.0,100735.0,112765.0,68946.0,51403,52243.0,8041,8733,10058,9719,339,Champlin,Minnesota
"Chanhassen city, Minnesota",27,10918,26036,13585,12451,43.9,39.4,48.7,28047.0,2562.0,2322.0,4130.0,4568.0,3249.0,8032.0,104351.0,120448.0,59967.0,53979,30729.0,8787,7863,9932,9680,252,Chanhassen,Minnesota
"Chaska city, Minnesota",27,10972,28047,12886,15161,38.0,37.7,39.1,22482.0,3278.0,4563.0,2562.0,3181.0,1926.0,24436.0,84011.0,91320.0,46357.0,50672,19544.0,8582,9380,10963,10883,80,Chaska,Minnesota
"Columbia Heights city, Minnesota",27,12700,22482,11268,11214,33.1,31.9,35.7,63380.0,5980.0,8382.0,8227.0,8435.0,8471.0,13609.0,75202.0,89405.0,47913.0,37210,72363.0,7878,7928,9116,8032,1084,Columbia Heights,Minnesota
"Coon Rapids city, Minnesota",27,13114,63380,31649,31731,40.3,37.7,44.0,39925.0,3773.0,5697.0,5082.0,5911.0,5266.0,10251.0,73621.0,116386.0,50728.0,41103,54301.0,20961,20278,24679,24436,243,Coon Rapids,Minnesota
"Cottage Grove city, Minnesota",27,13456,39925,19647,20278,35.0,35.3,34.7,23646.0,1321.0,4223.0,3579.0,2156.0,4004.0,36310.0,102468.0,86796.0,36069.0,53067,51597.0,13807,13234,13609,13609,0,Cottage Grove,Minnesota
"Crystal city, Minnesota",27,14158,23646,12375,11271,39.1,36.4,42.4,86373.0,18495.0,11481.0,9830.0,8482.0,9052.0,27069.0,72630.0,90921.0,60022.0,40528,42980.0,8296,7471,10675,10251,424,Crystal,Minnesota
"Duluth city, Minnesota",27,17000,86373,43205,43168,32.9,32.3,33.7,68646.0,4010.0,11080.0,9340.0,7859.0,10454.0,25712.0,61944.0,126679.0,42000.0,30874,22169.0,29611,29163,39763,36310,3453,Duluth,Minnesota
"Eagan city, Minnesota",27,17288,68646,35133,33513,36.5,35.8,38.1,63158.0,4009.0,6524.0,8571.0,9764.0,10045.0,23039.0,100490.0,157041.0,27386.0,56112,19311.0,23449,21997,27660,27069,591,Eagan,Minnesota
"Eden Prairie city, Minnesota",27,18116,63158,31322,31836,42.5,42.7,42.4,53321.0,2586.0,5497.0,6813.0,6422.0,7915.0,9900.0,112386.0,190601.0,79081.0,60137,15646.0,20759,20614,27047,25712,1335,Eden Prairie,Minnesota
"Edina city, Minnesota",27,18188,53321,25853,27468,45.0,43.8,48.1,26205.0,2200.0,5504.0,4137.0,2289.0,4204.0,8930.0,112349.0,145233.0,31830.0,70189,16642.0,14838,15844,24574,23039,1535,Edina,Minnesota
"Elk River city, Minnesota",27,18674,26205,13332,12873,38.6,36.9,39.7,24414.0,1921.0,3640.0,3721.0,3412.0,2503.0,7839.0,92115.0,62444.0,63038.0,55543,24449.0,9798,8846,10490,9900,590,Elk River,Minnesota
"Faribault city, Minnesota",27,20546,24414,13599,10815,39.7,36.7,42.4,19829.0,1668.0,2494.0,3370.0,2910.0,1981.0,8569.0,56763.0,121908.0,31920.0,32287,18584.0,9070,6563,8930,8930,0,Faribault,Minnesota
"Farmington city, Minnesota",27,20618,19829,9836,9993,36.8,34.9,39.4,21782.0,1200.0,1852.0,2988.0,2477.0,3599.0,12246.0,104364.0,103495.0,30656.0,60627,19604.0,6129,7082,8218,7839,379,Farmington,Minnesota
"Forest Lake city, Minnesota",27,21770,21782,10323,11459,42.0,41.6,42.4,30311.0,1888.0,4601.0,4774.0,3412.0,3755.0,9597.0,82019.0,83300.0,33442.0,43933,27833.0,6241,6620,9041,8569,472,Forest Lake,Minnesota
"Fridley city, Minnesota",27,22814,30311,15368,14943,39.2,39.5,38.9,21829.0,1389.0,3406.0,2531.0,2417.0,3047.0,9693.0,67444.0,113634.0,29260.0,42354,54386.0,10334,8727,13348,12246,1102,Fridley,Minnesota
"Golden Valley city, Minnesota",27,24308,21829,10557,11272,44.9,44.2,45.9,24244.0,2011.0,2650.0,4048.0,3275.0,3285.0,14117.0,100134.0,94663.0,27087.0,56256,15968.0,6656,6528,9923,9597,326,Golden Valley,Minnesota
"Hastings city, Minnesota",27,27530,24244,12204,12040,40.5,41.3,38.7,35538.0,2452.0,3237.0,5156.0,3991.0,5356.0,23868.0,84746.0,100236.0,27823.0,51478,38649.0,8440,7315,10156,9693,463,Hastings,Minnesota
"Inver Grove Heights city, Minnesota",27,31076,35538,17085,18453,40.4,39.3,41.6,72805.0,5558.0,8249.0,11290.0,10621.0,9705.0,7084.0,78891.0,137679.0,53439.0,42333,57202.0,10008,11134,14255,14117,138,Inver Grove Heights,Minnesota
